Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
BUY,2400,700 SEHK,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,11:00:05 HKT,16:00:05 EST,Vwap,,
BUY,4550,9888 SEHK,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,11:00:05 HKT,16:00:05 EST,Vwap,,
