Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
BUY,43100,MRNA,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,500100,PSQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,102400,SH,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,48500,UCO,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,18000,USO,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,50000,MDLZ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,2630,HUM,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
BUY,4774,TAP,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:05 EST,Vwap,,
SELL,369,ASML,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:05 EST,Vwap,,
SELL,80725,SOXL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,250700,TNA,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,126344,UPRO,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,45219,SPXL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,39621,UDOW,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,89234,QQQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,34353,TQQQ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,63780,VCIT,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,72849,CWB,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,52438,TLT,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,140756,TMF,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,46584,LQD,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,114500,USHY,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
SELL,2361,COIN,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:05 EST,15:59:30 EST,Vwap,,
