Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,45.5,9528,8739,-789,-8.281,0.257,397646.72
AAPL,STK,193.6,2129,1942,-187,-8.783,0.243,375985.04
MSFT,STK,402.57,1077,953,-124,-11.513,0.248,383721.35
GOOGL,STK,151.01,2958,2592,-366,-12.373,0.253,391457.67
DAL,STK,40.05,5067,5067,0,-0.888,0.13,201144.26
KNSL,STK,395.04,1531,1336,-195,-12.737,0.341,527616.86
HD,STK,350.97,994,939,-55,-5.533,0.213,329567.13
JBL,STK,124.18,3304,3304,0,-1.211,0.262,405383.04
DHI,STK,141.57,2028,2028,0,2.909,0.191,295527.33
LLY,STK,628.66,914,871,-43,-4.705,0.354,547731.29
MRK,STK,120.13,2460,2293,-167,-6.789,0.178,275412.91
MRNA,STK,102.81,43100,45842,2742,6.362,3.046,4712964.69
CAH,STK,105.71,14398,13685,-713,-4.952,0.935,1446691.39
JNJ,STK,159.56,9411,9106,-305,-3.241,0.939,1452880.45
PFE,STK,27.5,50018,51538,1520,3.039,0.916,1417293.39
EWY,STK,58.9,38376,17023,-21353,-55.642,0.648,1002626.76
SMH,STK,188.22,2600,2269,-331,-12.731,0.276,427044.73
SOXL,STK,34.33,39864,30648,-9216,-23.119,0.68,1052139.19
TNA,STK,36.39,123550,116204,-7346,-5.946,2.733,4228671.2
UPRO,STK,58.06,62673,55404,-7269,-11.598,2.079,3216760.86
SPXL,STK,110.28,22410,19825,-2585,-11.535,1.413,2186283.36
UDOW,STK,75.23,19812,18449,-1363,-6.88,0.897,1387895.38
600519,STK,229.344972067039,900,800,-100,-4.778,0.127,196502.47
700,STK,36.0869565217391,15300,14700,-600,-3.601,0.344,532258.65
9988,STK,9.0537084398977,22000,20800,-1200,-5.227,0.122,188766.15
9888,STK,13.1713554987212,15600,16400,800,5.423,0.14,216616.89
857,STK,0.728900255754476,726000,424547,-301453,-41.522,0.2,309452.7
883,STK,1.86445012787724,218000,165975,-52025,-23.865,0.2,309452.7
BRZU,STK,92.11,2750,2856,106,3.855,0.17,263034.8
EPOL,STK,21.17,13151,13151,0,0.038,0.18,278507.43
EWJ,STK,65.44,21678,21678,0,-0.53,0.912,1411104.33
EWJV,STK,30.27,3400,3400,0,-0.765,0.066,102119.39
DXJ,STK,95,37250,32541,-4709,-12.642,1.998,3091432.52
QQQ,STK,423.26,48300,43867,-4433,-9.178,12,18567162.25
TQQQ,STK,55.21,16978,14153,-2825,-16.639,0.505,781368.08
DPST,STK,92.65,25521,25521,0,-2.892,1.484,2296139.07
PSQ,STK,9.22,517280,517280,0,-0.046,3.081,4767118.91
SH,STK,12.77,137760,137760,0,-2.02,1.114,1723651.56
URNM,STK,52.78,13652,11843,-1809,-13.251,0.404,625094.46
DBA,STK,21.4,30300,27764,-2536,-8.37,0.384,594149.19
USO,STK,71.71,4500,4315,-185,-4.111,0.2,309452.7
VCIT,STK,80.61,29090,27774,-1316,-4.524,1.447,2238890.31
CWB,STK,71.36,38350,36578,-1772,-4.621,1.687,2610233.56
TLT,STK,94.17,24519,24519,0,-2.296,1.458,2255910.21
LQD,STK,109.4,20992,20083,-909,-4.33,1.42,2197114.2
USHY,STK,36.54,57250,54243,-3007,-5.252,1.281,1982044.57
MCD,STK,297.21,28498,26722,-1776,-6.232,5.133,7942103.65
KO,STK,59.21,188438,182635,-5803,-3.08,6.989,10813824.75
HUM,STK,355.27,18687,17943,-744,-3.981,4.12,6374725.71
TAP,STK,62.88,36566,34621,-1945,-5.319,1.407,2176999.77
MDLZ,STK,74.5,50000,47290,-2710,-5.42,2.277,3523119.04
PM,STK,91.21,23754,23754,0,0.909,1.413,2186283.36
XBTF,STK,36.74,7002,7707,705,10.069,0.183,283149.22
COIN,STK,123.42,9800,12537,2737,27.929,1,1547263.52
GLD,STK,187.23,38544,37105,-1439,-3.733,4.49,6947213.21
,,,,,,,,
,,,,,,,2.622,116304704.33
