Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,43.98,9528,9042,-486,-5.101,0.257,397646.72
AAPL,STK,195.2,2129,1926,-203,-9.535,0.243,375985.04
MSFT,STK,401.75,1077,955,-122,-11.328,0.248,383721.35
GOOGL,STK,148.01,2958,2645,-313,-10.581,0.253,391457.67
DAL,STK,38.37,5067,5242,175,3.454,0.13,201144.26
KNSL,STK,404.23,1531,1305,-226,-14.762,0.341,527616.86
HD,STK,350.78,994,940,-54,-5.433,0.213,329567.13
JBL,STK,123.17,3304,3304,0,-0.393,0.262,405383.04
DHI,STK,143.13,2028,2028,0,1.824,0.191,295527.33
LLY,STK,634.99,914,863,-51,-5.58,0.354,547731.29
MRK,STK,119.85,2460,2298,-162,-6.585,0.178,275412.91
MRNA,STK,102.2,43100,46115,3015,6.995,3.046,4712964.69
CAH,STK,104.54,14398,13839,-559,-3.882,0.935,1446691.39
JNJ,STK,159.72,9411,9096,-315,-3.347,0.939,1452880.45
PFE,STK,28.54,50018,50018,0,-0.716,0.916,1417293.39
EWY,STK,58.92,10892,17017,6125,56.234,0.648,1002626.76
SMH,STK,190.63,2600,2240,-360,-13.846,0.276,427044.73
SOXL,STK,36.33,39864,28961,-10903,-27.35,0.68,1052139.19
TNA,STK,36.87,123550,114691,-8859,-7.17,2.733,4228671.2
UPRO,STK,58.28,62673,55195,-7478,-11.932,2.079,3216760.86
SPXL,STK,110.67,22410,19755,-2655,-11.847,1.413,2186283.36
UDOW,STK,75.57,19812,18366,-1446,-7.299,0.897,1387895.38
600519,STK,227.234636871508,900,800,-100,-3.889,0.127,196502.47
700,STK,36.0358056265985,15300,14700,-600,-3.464,0.344,532258.65
9988,STK,9.27749360613811,22000,20300,-1700,-7.514,0.122,188766.15
9888,STK,13.4654731457801,15600,16000,400,3.122,0.14,216616.89
857,STK,0.671355498721228,484000,460937,-23063,-4.765,0.2,309452.7
883,STK,1.76214833759591,128000,175611,47611,37.196,0.2,309452.7
BRZU,STK,91.29,2750,2881,131,4.764,0.17,263034.8
EPOL,STK,20.91,13151,13151,0,1.277,0.18,278507.43
EWJ,STK,66.22,21678,21678,0,-1.702,0.912,1411104.33
EWJV,STK,30.14,3400,3400,0,-0.353,0.066,102119.39
DXJ,STK,95.37,33750,32415,-1335,-3.956,1.998,3091432.52
QQQ,STK,426.3,48300,43554,-4746,-9.826,12,18567162.25
TQQQ,STK,56.5,16978,13830,-3148,-18.542,0.505,781368.08
DPST,STK,92.72,25521,25521,0,-2.966,1.484,2296139.07
PSQ,STK,9.14,517280,517280,0,0.829,3.081,4767118.91
SH,STK,12.74,137760,137760,0,-1.79,1.114,1723651.56
URNM,STK,54.56,13652,11457,-2195,-16.078,0.404,625094.46
DBA,STK,21.34,30300,27842,-2458,-8.112,0.384,594149.19
USO,STK,69.5,4500,4500,0,-1.044,0.2,309452.7
VCIT,STK,80.32,29090,27875,-1215,-4.177,1.447,2238890.31
CWB,STK,71.62,38350,36446,-1904,-4.965,1.687,2610233.56
TLT,STK,94.32,24519,24519,0,-2.451,1.458,2255910.21
LQD,STK,109.16,20992,20127,-865,-4.121,1.42,2197114.2
USHY,STK,36.29,57250,54617,-2633,-4.599,1.281,1982044.57
MCD,STK,300.09,28498,26466,-2032,-7.13,5.133,7942103.65
KO,STK,59.89,188438,180561,-7877,-4.18,6.989,10813824.75
HUM,STK,410.1,15290,15290,0,1.661,4.12,6374725.71
TAP,STK,62.53,36566,34815,-1751,-4.789,1.407,2176999.77
MDLZ,STK,74.41,50000,47347,-2653,-5.306,2.277,3523119.04
PM,STK,91.8,23754,23754,0,0.261,1.413,2186283.36
XBTF,STK,36.12,7002,7839,837,11.954,0.183,283149.22
COIN,STK,127.7,9800,12116,2316,23.633,1,1547263.52
GLD,STK,188.3,38544,36894,-1650,-4.281,4.49,6947213.21
,,,,,,,,
,,,,,,,2.622,116304704.33
