Symbol,Quantity,AvgPrice
ADSK,-5500,192.9
CRM,-7000,152.08
FIG,-58000,18.49
INTC,12500,134.82
QQQ,5400,732.51
RSP,12000,210.41
SCHD,80000,31.85
TEAM,-25000,83.51
VYM,16000,158.54
