Symbol,Quantity,AvgPrice
2800,29500,24.6
2823,38100,18.13
COILH2,1,84.3
CYBA,81513,5.83
DGX,745,144.72
DRE,824,60.01
EXC,694,56.65
EXR,196,210.56
F,1930,25.43
FM,1794,35.22
GOILG2,1,737.25
GS,92,394.42
HOG2,1,2.59
HYD,4419,61.78
IAU,4435,34.58
IGLB,3677,67.76
IJS,826,106.51
KE   MAR 22,-2,7.64
KSA,1367,44.3
LEJ2,-1,1.41
LTPZ,3794,85.7
MAA,185,218.25
MMC,272,165.37
NEE,263,85.29
PBW,990,66.13
PG,305,158.41
PLD,307,153.83
PSA,101,367.21
QQQ,10837,384.96
RBG2,1,2.38
SBH2,-3,0.18
STIP,8097,105.27
TMO,66,612.92
WM,306,159.07
XLE,1222,63.57
Z3N  MAR 22,3,113.21
ZB   MAR 22,2,156.11
ZN   MAR 22,2,128.57
ZO   MAR 22,3,6.27
ZT   MAR 22,4,108.74
ZW   MAR 22,-2,7.47
