Symbol,Quantity,AvgPrice
2800,11000,23.91
COILJ2,-1,88.82
CYBA,-45209,5.85
EXC,-463,56.7
EXXX,-375,41.44
GOILH2,-1,778.0
HOH2,-1,2.71
KE   MAR 22,1,8.05
LEJ2,1,1.42
MAA,-107,201.04
NGH2,1,4.11
WM,-146,148.74
ZM   MAR 22,2,402.25
ZN   MAR 22,-1,127.64
ZO   MAR 22,-2,6.54
ZT   MAR 22,-1,108.29
