Symbol,Quantity,AvgPrice
COILH2,-24,87.22
COILJ2,27,86.54
CYBA,0,0.0
DGX,-5958,138.62
F,-17943,24.57
FITB,16777,49.94
GOILG2,3,767.17
HOG2,-18,2.66
HOH2,21,2.62
KCH2,2,2.39
KE   MAR 22,-4,7.66
LEJ2,-3,1.42
MCK,3300,251.48
MMC,-5270,158.61
NEE,-5068,81.65
PEP,4856,174.07
PG,-165,156.66
PKI,-4813,175.24
RBG2,-20,2.44
RBH2,23,2.44
SBH2,-5,0.19
SBNY,2316,354.4
STIP,-56695,104.96
TMO,-1438,589.44
TSN,9027,93.16
XLE,-806,64.78
Z3N  MAR 22,-26,112.81
ZC   MAR 22,-40,5.96
ZO   MAR 22,4,6.34
ZT   MAR 22,-28,108.5
ZW   MAR 22,-3,7.62
