Symbol,Quantity,AvgPrice
AZO,-128,2059.33
COILH2,-9,82.31
CYBA,-546965,5.78
DGX,-1706,158.53
DRE,-4399,61.65
EXC,-5512,56.84
EXR,-1227,217.63
F,-11636,23.73
FM,-12171,34.21
GOILG2,-10,708.35
GS,-336,392.63
HEG2,11,0.83
HOG2,-7,2.48
HYD,-25372,62.11
IAU,-27008,34.06
IGLB,-22675,67.83
IJS,-4108,106.09
KCH2,-4,2.3
KE   MAR 22,8,7.67
KSA,-12587,41.75
LTPZ,-16322,85.25
MAA,-1193,222.49
MMC,-1820,166.08
NEE,-1608,88.29
NGG2,10,3.85
PBW,-5635,67.09
PG,-1963,163.59
PKI,-1390,178.9
PLD,-1695,156.29
PSA,-844,364.28
QQQ,-62591,384.9
RBG2,-8,2.31
STIP,-49759,105.16
TMO,-433,620.41
UB   MAR 22,-29,189.01
WM,-1641,163.23
XLE,-7924,60.13
Z3N  MAR 22,-23,113.37
ZB   MAR 22,-9,155.85
ZL   MAR 22,-20,0.59
ZN   MAR 22,-12,128.58
ZO   MAR 22,-9,6.68
ZT   MAR 22,-22,108.8
ZW   MAR 22,9,7.42
