Symbol,Quantity,AvgPrice
2823,-20400,17.9
AZO,-40,1971.97
CYBA,-202143,2.93
DRE,-1609,59.16
EXC,-1867,56.44
EXR,-424,202.16
EXXX,12513,42.81
F,-1740,23.16
FITB,-1612,48.57
FM,-4074,34.29
GOILG2,1,776.5
GS,-39,351.54
HYD,-8717,61.49
IAU,-10669,34.95
IGLB,-64414,66.53
IJS,-1514,103.53
KE   MAR 22,1,7.88
KSA,-4255,44.99
LTPZ,-4950,83.96
MAA,-433,214.43
MCK,-320,252.57
PBW,-11743,60.37
PEP,-551,174.96
PG,-495,163.22
PLD,-738,156.05
PSA,-279,362.49
QQQ,-24080,371.38
SBNY,-135,355.84
STIP,-8873,104.93
TSN,-998,93.3
WM,-644,156.24
XLE,-2435,64.49
Z3N  MAR 22,-4,112.87
ZB   MAR 22,-3,154.03
ZN   MAR 22,-4,127.55
ZT   MAR 22,-4,108.55
ZW   MAR 22,1,7.84
