Symbol,Quantity,AvgPrice
2823,28400,18.07
AZO,35,2030.27
COILH2,1,84.66
CYBA,111492,5.82
DGX,472,148.42
DRE,1062,60.5
EXC,1468,55.65
EXR,283,211.31
F,2082,24.34
FM,2703,35.11
GOILG2,1,736.0
GS,72,395.78
HOG2,1,2.59
HYD,5460,61.76
IAU,5894,34.68
IGLB,4655,67.85
IJS,931,105.57
KCH2,1,2.42
KE   MAR 22,-2,7.84
KSA,2505,44.0
LEJ2,-1,1.41
LTPZ,2973,86.49
MAA,328,214.83
MMC,379,166.57
NEE,342,85.32
PBW,1046,66.94
PG,463,158.84
PKI,502,181.21
PLD,430,154.41
PSA,162,367.18
QQQ,13345,387.62
RBG2,1,2.39
SBH2,-3,0.18
STIP,10006,105.42
TMO,116,627.35
WM,429,159.54
XLE,1499,63.26
Z3N  MAR 22,5,113.22
ZB   MAR 22,2,156.16
ZN   MAR 22,2,128.55
ZO   MAR 22,2,6.54
ZT   MAR 22,5,108.75
ZW   MAR 22,-2,7.61
