Symbol,Quantity,AvgPrice
2800,23500,24.38
2823,45200,17.72
AZO,-26,2043.49
COILH2,-2,85.24
CYBA,-141307,5.82
DGX,-468,142.42
DRE,-1357,59.34
EXC,-1497,56.33
EXR,-284,203.23
F,-3729,24.88
FM,-3577,35.0
GOILG2,-3,748.25
GS,-109,381.72
HOG2,-3,2.62
HYD,-7179,61.73
IAU,-7909,34.62
IGLB,-5977,67.31
IJS,-1316,105.61
KCH2,-1,2.4
KE   MAR 22,2,7.49
KSA,-3122,44.19
LEJ2,2,1.41
LTPZ,-5009,85.26
MAA,-438,215.8
MMC,-414,160.37
NEE,-484,83.6
PBW,-1052,63.6
PG,-486,159.09
PKI,-213,178.31
PLD,-528,151.66
PSA,-202,361.2
QQQ,-13699,378.03
RBG2,-2,2.4
SBH2,4,0.18
STIP,-13073,105.19
TMO,-74,595.69
WM,-443,156.39
XLE,-2229,63.87
Z3N  MAR 22,-6,113.13
ZB   MAR 22,-3,155.76
ZN   MAR 22,-3,128.39
ZO   MAR 22,-2,6.09
ZT   MAR 22,-6,108.67
ZW   MAR 22,2,7.43
