Symbol,Quantity,AvgPrice
AZO,22,1995.1
COILH2,1,83.13
CYBA,61931,5.81
DGX,160,156.51
DRE,1022,59.48
EXC,687,55.94
EXR,339,207.54
F,1462,23.76
FM,1286,34.75
GOILG2,1,721.75
GS,53,398.35
HOG2,1,2.54
HYD,3255,61.75
IAU,3463,34.47
IGLB,3189,67.65
IJS,566,105.06
KE   MAR 22,-1,7.88
LEJ2,-18,1.41
LTPZ,2523,86.2
MAA,314,211.8
MMC,214,164.24
NEE,521,84.05
PBW,1845,66.3
PG,331,157.48
PKI,137,175.21
PLD,395,152.16
PSA,114,359.37
QQQ,9447,382.55
RBG2,1,2.34
SBH2,-49,0.18
STIP,6214,105.23
TMO,46,618.16
WM,262,158.3
Z3N  MAR 22,3,113.08
ZB   MAR 22,1,155.75
ZN   MAR 22,2,128.2
ZO   MAR 22,2,6.59
ZT   MAR 22,3,108.69
ZW   MAR 22,-1,7.66
