Symbol,Quantity,AvgPrice
COILJ2,-1,86.99
EXC,-533,56.92
FM,-1241,34.16
GS,-42,345.1
HOH2,-1,2.63
KE   MAR 22,1,7.96
KSA,-892,44.94
LEJ2,1,1.42
PG,-252,163.95
ZB   MAR 22,-1,155.59
ZC   MAR 22,2,6.12
ZN   MAR 22,-1,128.27
