Symbol,Quantity,AvgPrice
AZO,55,2075.88
COILH2,2,80.05
CYBA,161700,5.81
DGX,633,159.94
DRE,1487,64.27
EXC,1397,57.37
EXR,553,223.15
FM,2994,35.01
GOILG2,2,687.12
GS,50,407.0
HEG2,-2,0.81
HOG2,1,2.4
HYD,5895,62.29
IAU,6409,34.48
IGLB,5719,68.21
IJS,867,107.27
KCH2,1,2.32
KE   MAR 22,-2,8.01
KSA,2282,41.49
LTPZ,4488,88.23
MAA,462,228.96
MMC,650,166.04
NEE,479,91.4
NGG2,-1,3.76
PBW,1091,71.87
PG,469,163.65
PKI,503,184.99
PLD,654,162.71
PSA,245,365.67
QQQ,15042,396.69
RBG2,1,2.28
STIP,14703,105.75
TMO,146,619.87
UB   MAR 22,2,190.08
WM,565,164.9
XLE,941,58.95
Z3N  MAR 22,5,113.72
ZB   MAR 22,2,156.77
ZL   MAR 22,4,0.58
ZN   MAR 22,3,129.23
ZO   MAR 22,2,6.88
ZT   MAR 22,6,109.02
ZW   MAR 22,-3,7.66
