Symbol,Quantity,AvgPrice
ABBV,2478,136.36
CCH2,-35,2518.89
CNYB,62546,5.67
COILJ2,-1,89.14
CVS,6237,106.27
DCG2,-22,20.19
EXXX,351,41.37
FITB,450,44.17
GFH2,-11,1.62
GOILH2,-1,783.5
HOH2,-1,2.72
HSY,62,195.99
HYD,1829,60.29
IAU,2900,34.16
KCH2,-1,2.36
KE   MAR 22,23,7.87
LEJ2,1,1.45
LTPZ,1825,85.33
MCK,96,255.0
NGH2,21,4.77
PBW,371,55.07
RBH2,-1,2.56
SBH2,2,0.18
SBNY,-1065,301.99
SIH2,-8,22.46
TSN,258,90.5
WM,-4467,149.13
XLE,750,65.49
Z3N  MAR 22,2,112.66
ZB   MAR 22,1,155.47
ZM   MAR 22,23,415.84
ZN   MAR 22,1,127.91
ZO   MAR 22,21,6.99
ZT   MAR 22,2,108.28
ZW   MAR 22,24,7.69
