Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
CMCSA,STK,43.99,12705,12705,0,-0.055,0.183,558593.08
COR,STK,204.23,759,0,-759,-100,0,0
CMG,STK,2307.43,67,0,-67,-100,0,0
AAPL,STK,193.83,2839,2839,0,-0.141,0.18,549435.81
MSFT,STK,374.81,1436,1436,0,-0.209,0.176,537226.13
GOOGL,STK,140.76,3945,3945,0,0.583,0.183,558593.08
DAL,STK,40.65,6756,6756,0,0.03,0.09,274717.91
LLY,STK,581.51,914,914,0,-1.751,0.171,521964.02
ASML,STK,764.23,492,492,0,-0.203,0.123,375447.81
KNSL,STK,334.52,1531,1531,0,0.131,0.168,512806.76
HD,STK,348.53,1326,1326,0,0.377,0.152,463968.02
JBL,STK,127.45,3304,3304,0,0.757,0.139,424286.54
DHI,STK,151.75,2704,2704,0,-0.333,0.134,409024.44
MRK,STK,107.98,3280,3280,0,-0.03,0.116,354080.86
SOXL,STK,32.62,161453,161453,0,-1.413,1.701,5192168.44
TNA,STK,41.9,501400,501400,0,-0.982,6.815,20802250.38
UPRO,STK,55.3,252690,252690,0,-0.676,4.547,13879359.13
SPXL,STK,105.12,90439,90439,0,-0.724,3.092,9438086.3
UDOW,STK,74.07,79245,79245,0,-0.622,1.911,5833176.88
600519,STK,240.181311018131,900,900,0,-2.556,0.069,210617.06
700,STK,37.4903969270166,12900,12900,0,-2.806,0.154,470072.86
9988,STK,9.71190781049936,22000,22000,0,-2.855,0.068,207564.64
9888,STK,14.7119078104994,15600,15600,0,-2.91,0.073,222826.75
EWJ,STK,64.08,17878,17878,0,-1.152,0.371,1132448.26
BRZU,STK,105.06,2750,2750,0,-0.691,0.094,286927.59
EPOL,STK,23.21,5900,13151,7251,122.898,0.1,305242.12
QQQ,STK,412.7,182668,182668,0,-0.496,24.575,75013250.62
TQQQ,STK,51.94,68709,68709,0,-1.295,1.154,3522494.05
DPST,STK,102.23,25521,25521,0,0.031,0.855,2609820.11
URNM,STK,48.57,27349,13952,-13397,-48.985,0.222,677637.5
DBA,STK,21,0,32268,32268,Inf,0.222,677637.5
VCIT,STK,81.64,127560,127560,0,-0.724,3.387,10338550.55
CWB,STK,72.47,145699,145699,0,-0.438,3.444,10512538.56
TLT,STK,100.06,104876,104876,0,-1.305,3.393,10356865.08
TMF,STK,66.77,281513,271458,-10055,-3.572,5.938,18125277
MCD,STK,294.55,34544,34544,0,-0.582,3.314,10115723.81
KO,STK,58.75,171308,171308,0,-0.308,3.287,10033308.44
HUM,STK,450.54,13160,10580,-2580,-19.605,1.562,4766660.92
TAP,STK,61.12,0,19497,19497,Inf,0.39,1191665.23
LQD,STK,111.33,93168,93168,0,-0.885,3.368,10280554.55
USHY,STK,36.6,229000,229000,0,-0.394,2.735,8348371.94
XBTF,STK,39.84,7780,7780,0,-2.506,0.099,302189.7
COIN,STK,187.38,2624,2411,-213,-8.117,0.148,451758.34
GLD,STK,192.42,54286,54286,0,-0.354,3.41,10408756.24
,,,,,,,,
,,,,,,,4.527,251253945.01
