Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
SELL,341,COR,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,31,CMG,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,1690,DAL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,123,ASML,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,827,JBL,STK,SMART/AMEX,USD,DAY,MKT,U8251257,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,7394,HOOD,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,3335,SMH,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
BUY,19753,SOXL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
BUY,93112,TNA,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
BUY,25521,DPST,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,36758,USL,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
BUY,35012,TMF,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
SELL,37569,GLD,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,09:30:30 EST,15:59:30 EST,Vwap,,
