Symbol,Quantity,AvgPrice
2800,20500,24.81
CVS,371,103.63
DCH2,-1,22.64
EXC,634,41.79
EXR,137,189.78
EXXX,497,42.47
GOILH2,1,836.5
HSY,51,201.89
HYD,-28971,59.38
KCK2,1,2.51
LTPZ,832,80.14
PG,229,157.13
PSA,76,349.51
RBJ2,1,2.86
SBK2,-2,0.18
SIH2,-1,23.48
Z3N  MAR 22,1,111.59
ZN   MAR 22,1,125.83
ZO   MAR 22,3,7.2
ZT   MAR 22,1,107.6
