Symbol,Quantity,AvgPrice
ABBV,237,136.7
AZO,29,1987.34
CCH2,-2,2602.0
CHD,271,101.58
CNYB,143567,5.68
COILJ2,2,88.76
CVS,754,106.11
DCG2,-2,20.22
DRE,1236,57.22
EXC,1086,57.38
EXR,322,196.2
EXXX,868,41.82
FITB,1402,44.92
FM,3605,34.23
GFH2,-1,1.62
GOILH2,3,782.58
HOH2,2,2.71
HSY,155,195.66
HYD,4549,60.6
IAU,5491,34.3
IJS,1069,99.93
KCH2,1,2.4
KSA,2350,45.01
LEJ2,-2,1.45
LTPZ,3554,84.91
MAA,285,204.8
MCK,256,254.77
PEP,467,170.83
PG,492,158.73
PLD,428,154.2
PSA,177,354.2
QQQ,10922,362.23
RBH2,2,2.54
SBH2,-3,0.18
SBNY,88,311.01
STIP,7217,104.65
TSN,712,90.68
XLE,1491,67.75
Z3N  MAR 22,2,112.69
ZB   MAR 22,2,155.17
ZN   MAR 22,2,127.86
ZO   MAR 22,7,7.09
ZT   MAR 22,3,108.3
