Symbol,Quantity,AvgPrice
2800,-26000,23.01
2823,-44300,17.43
CB,147,203.05
CNYB,24144,5.68
COILK2,2,94.21
CVS,282,103.6
CYBA,35106,5.87
EWU,1410,33.86
EXXX,759,37.76
FITB,612,47.3
FM,2107,33.8
HGK2,-1,4.5
HOJ2,1,2.79
HSY,99,201.59
IAU,7675,35.86
KCK2,1,2.4
KSA,1450,45.29
LTPZ,590,81.87
MCK,98,274.05
MTB,135,179.71
PEP,163,166.96
PG,219,155.75
PSA,72,357.16
QQQ,-4674,342.67
RBJ2,1,2.87
SBK2,-3,0.18
SBNY,50,338.74
SIK2,-1,24.06
STIP,2054,105.15
XLE,4566,68.17
Z3N  JUN 22,1,111.18
ZB   JUN 22,1,154.25
ZL   MAY 22,4,0.7
ZN   JUN 22,1,126.28
ZO   MAY 22,9,6.24
ZT   JUN 22,1,107.26
