Symbol,Quantity,AvgPrice
ABBV,-154.0,140.73
AZO,-24.0,2062.63
CCH2,2.0,2639.5
CEG,0.0,50.46
CHD,-171.0,103.4
CNYB,-31303.0,5.68
COILJ2,-1.0,89.74
CVS,-475.0,109.1
CYBA,-45513.0,5.87
DCG2,1.0,20.29
DRE,-875.0,58.76
EXR,-324.0,204.92
FITB,-863.0,47.05
GFH2,1.0,1.68
GOILH2,-1.0,800.0
HSY,-98.0,204.38
HYD,-2453.0,60.55
IAU,-2618.0,34.27
KCH2,-1.0,2.42
LEJ2,1.0,1.47
MAA,-260.0,213.39
MCK,-123.0,268.39
PEP,-259.0,175.33
PG,-260.0,162.97
PLD,-305.0,156.96
PSA,-170.0,368.08
RBH2,-1.0,2.61
STIP,-2612.0,104.44
TSN,-299.0,90.77
ZB   MAR 22,-1.0,154.47
ZO   MAR 22,-3.0,7.28
