Symbol,Quantity,AvgPrice
BK,-5406,56.05
COILK2,-2,94.18
DCH2,23,22.54
EWU,48069,34.22
EXPE,3006,205.6
EXR,-3393,187.21
EXXX,4153,39.58
FM,8909,34.31
GFH2,12,1.65
GOILH2,-26,832.61
HGH2,9,4.5
HGK2,-9,4.5
HOJ2,-1,2.8
IAU,57267,36.14
KSA,6802,46.14
MTB,1724,182.3
QQQ,-10225,340.04
RBJ2,-2,2.88
SBNY,39,341.94
SIH2,9,24.07
SIK2,-8,24.16
XLE,5630,67.84
Z3N  JUN 22,28,111.39
Z3N  MAR 22,-29,111.91
ZB   JUN 22,20,154.65
ZB   MAR 22,-21,153.03
ZL   MAY 22,48,0.69
ZN   JUN 22,25,126.59
ZN   MAR 22,-26,126.7
ZT   JUN 22,30,107.44
ZT   MAR 22,-30,107.78
