Symbol,Quantity,AvgPrice
ABBV,-289,144.63
ADM,-608,76.68
CB,-232,204.51
CNYB,-53717,5.68
COILK2,-2,89.72
CVS,-561,102.2
CYBA,-77770,5.87
DCH2,2,22.57
EXC,-1463,41.71
EXR,-256,189.19
EXXX,-953,41.08
FITB,-857,48.26
FM,-3049,34.45
GFH2,1,1.65
GOILH2,-2,800.0
HGH2,1,4.53
HOJ2,-1,2.75
HSY,-143,202.08
IAU,-5057,36.03
KCK2,-2,2.46
KEY,-1281,25.78
KSA,-2655,45.74
LTPZ,-2056,81.04
MAA,-164,205.62
MCK,-178,273.85
PEP,-270,167.34
PG,-477,160.25
PSA,-144,345.95
QQQ,-7179,342.74
RBJ2,-1,2.81
SBK2,6,0.18
SBNY,-83,338.76
STIP,-4160,104.69
XLE,-2920,68.04
Z3N  MAR 22,-2,111.89
ZB   MAR 22,-2,152.84
ZN   MAR 22,-2,126.66
ZO   MAY 22,-4,7.05
ZT   MAR 22,-3,107.77
