Symbol,Quantity,AvgPrice
AZO,6,2472.66
CAH,108,79.83
IXC,3030,39.07
LLY,22,371.78
MCK,26,383.58
NOC,20,535.09
ORLY,15,828.12
QQQ,4400,280.31
ROL,309,39.39
VRTX,38,313.25
XLE,987,85.48
