Symbol,Quantity,AvgPrice
AMGN,-1115,263.53
AZO,7,2451.27
CAH,282,79.38
CEG,274,88.29
CI,66,334.41
COILH3,12,85.48
DCF3,27,19.79
DCG3,-7,18.77
DG,1299,246.37
EWH,71116,21.47
FMB,-36466,50.06
FPE,194129,16.87
GILD,280,85.0
GIS,300,85.64
GOILF3,-1,965.0
HSY,102,236.18
HUM,38,517.19
HYD,-35979,50.84
HYG,-25674,74.12
IAU,2179,34.52
IGIB,-37058,49.75
KE   MAR 23,18,8.84
LLY,46,367.52
LTPZ,-30386,58.87
MCD,86,267.74
MCK,49,383.3
MRK,155,112.07
NGG3,-16,5.06
NOC,45,541.62
PAH3,-1,1820.0
QQQ,6783,264.77
RBG3,5,2.39
TRV,1696,190.26
UB   MAR 23,-13,135.05
VRTX,-1022,288.19
XLE,16817,87.8
ZB   MAR 23,-14,125.85
ZC   MAR 23,31,6.73
ZL   MAR 23,21,0.67
ZM   MAR 23,-1,450.3
ZO   MAR 23,45,3.73
ZW   MAR 23,20,7.78
