Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MRK,STK,111.27,3722,3481,-241,-6.475,0.333,387307.91
CAH,STK,72.97,5510,5308,-202,-3.666,0.333,387304.08
TRV,STK,180.37,2244,2147,-97,-4.323,0.333,387304.08
LVS,STK,59,6863,6564,-299,-4.357,0.333,387304.08
GILD,STK,80.28,5002,4824,-178,-3.559,0.333,387304.08
REGN,STK,773.85,518,500,-18,-3.475,0.333,387304.08
ORLY,STK,828.72,490,467,-23,-4.694,0.333,387304.08
ULTA,STK,526.04,764,736,-28,-3.665,0.333,387304.08
SCHW,STK,74.95,5234,5234,0,-1.28,0.333,387304.08
LMT,STK,478.66,833,833,0,-2.881,0.333,387304.08
DE,STK,418.15,945,945,0,-2.011,0.333,387304.08
PGR,STK,144.83,2800,2674,-126,-4.5,0.333,387304.08
AZO,STK,2474.83,160,160,0,-2.5,0.333,387304.08
ABBV,STK,152.93,2618,2533,-85,-3.247,0.333,387304.08
CB,STK,206.8,1973,1873,-100,-5.068,0.333,387304.08
QQQ,STK,296.77,121697,117457,-4240,-3.484,30,34857715.82
XLE,STK,86,13879,13879,0,-2.651,1,1161923.86
IXC,STK,38.97,30470,30470,0,-2.146,1,1161923.86
IGIB,STK,49.54,24195,23454,-741,-3.063,1,1161923.86
IGSB,STK,49.61,24797,23421,-1376,-5.549,1,1161923.86
HYG,STK,74.19,16154,15661,-493,-3.052,1,1161923.86
FMB,STK,50.31,24580,23095,-1485,-6.041,1,1161923.86
HYD,STK,50.75,24295,22895,-1400,-5.763,1,1161923.86
LTPZ,STK,59.51,20210,19525,-685,-3.389,1,1161923.86
TIP,STK,106.75,11180,11180,0,-2.639,1,1161923.86
STIP,STK,97.15,12640,11960,-680,-5.38,1,1161923.86
FLKTB,FUT,83561.86,14,14,0,0,1,1161923.86
3KTB,FUT,78236.87,15,15,0,0,1,1161923.86
IAU,STK,34.39,35292,33787,-1505,-4.264,1,1161923.86
ZM,FUT,48580,24,23,-1,-4.167,0.952,1106594.21
GOIL,FUT,81725,14,14,0,0,0.952,1106594.21
HO,FUT,117405.2,10,9,-1,-10,0.952,1106594.21
RB,FUT,112778.4,10,10,0,0,0.952,1106594.21
SB,FUT,23419.2,50,47,-3,-6,0.952,1106594.21
LE,FUT,66330,18,17,-1,-5.556,0.952,1106594.21
GF,FUT,99350,12,11,-1,-8.333,0.952,1106594.21
ZC,FUT,31687.5,-18,-17,1,-5.556,-0.476,553297.1
SI,FUT,100500,-6,-6,0,0,-0.476,553297.1
ALI,FUT,58375,-10,-9,1,-10,-0.476,553297.1
ZO,FUT,17058.94,-35,-32,3,-8.571,-0.476,553297.1
DA,FUT,35178.53,-17,-16,1,-5.882,-0.476,553297.1
KE,FUT,39850,-15,-14,1,-6.667,-0.476,553297.1
ZW,FUT,34637.47,-17,-16,1,-5.882,-0.476,553297.1
,,,,,,,,
,,,,,,,2.138,67391530.2
