Symbol,Quantity,AvgPrice
ABBV,-124,155.21
AEP,-234,95.24
BMY,-209,78.5
ED,-244,94.54
EXC,-598,44.12
HEQ2,-1,1.04
HOQ2,-1,4.07
IXC,-3424,34.92
LMT,-48,417.75
MCK,-60,324.81
NOC,-39,462.32
PGR,-141,115.5
SO,-260,70.7
SRE,-158,150.06
XLE,-1410,74.37
ZT   SEP 22,-1,104.7
