Symbol,Quantity,AvgPrice
ACGL,-1216,71.12
AZN,-1109,73.65
BA,-486,216.34
BSX,-1706,50.9
CCU3,-6,3125.0
CHD,-901,93.45
DCN3,2,16.35
EWW,-10432,61.77
FPE,-32202,16.06
GE,-850,106.43
GFQ3,-1,2.4
HYG,-6669,74.48
IAU,-6501,37.28
IGIB,-9704,50.31
IGSB,-10152,50.15
KMB,-578,134.3
KSA,-16518,41.16
LEQ3,-2,1.73
LLY,-174,443.82
LVS,-1296,57.29
MDLZ,-1057,72.54
MNST,-1229,57.22
MRK,-715,110.15
PG,-605,145.75
PLN3,-2,1016.6
QQQ,-19526,351.92
SBN3,-6,0.25
SGEN,-429,195.06
SIN3,-1,24.34
STIP,-5241,97.78
TN   SEP 23,-4,119.3
YUM,-634,132.78
ZB   SEP 23,-4,127.07
ZF   SEP 23,-5,108.5
ZM   JUL 23,-3,404.63
ZN   SEP 23,-4,113.57
ZS   JUL 23,2,13.64
