Symbol,Quantity,AvgPrice
ALIU3,-1,2137.75
BKNG,17,2703.25
BSX,694,54.06
CCU3,1,3344.0
CHD,232,99.77
CLQ3,-1,70.76
DCQ3,-1,14.79
DHI,411,120.51
EWW,2934,62.1
FPE,15771,15.95
GFQ3,1,2.42
HCA,125,303.15
HYD,3560,51.36
HYG,2221,75.01
IAU,2065,36.31
IGIB,3574,50.48
IGSB,3329,50.13
KCU3,-1,1.59
LEN,406,124.73
LLY,76,467.31
LVS,449,58.09
PANW,108,254.61
QQQ,7075,369.4
SBV3,3,0.23
SGEN,158,192.65
STIP,1710,97.47
TN   SEP 23,1,118.47
VRSK,116,226.91
ZB   SEP 23,2,126.66
ZBH,195,146.67
ZF   SEP 23,3,107.09
ZN   SEP 23,2,112.25
ZS   NOV 23,1,12.9
