Symbol,Quantity,AvgPrice
ALIQ3,19,2248.42
CCN3,-18,3017.0
CCU3,41,3034.0
CGBU23,-61,123.13
DCN3,14,16.05
ECH,-156702,29.72
FPE,231758,16.01
GFQ3,5,2.42
HEN3,33,0.84
HYG,-24694,74.47
IGIB,-36222,50.49
IGSB,-35978,50.2
KSA,113369,41.3
LEQ3,10,1.73
LVS,-359,58.12
MNST,10442,59.47
ORLY,-696,901.39
PLN3,1,1038.2
SBN3,25,0.25
SIN3,10,23.6
STIP,-18411,97.78
TIP,-51300,107.84
TN   SEP 23,-15,119.69
ZB   SEP 23,-14,127.8
ZF   SEP 23,-17,108.63
ZM   JUL 23,30,399.31
ZN   SEP 23,-16,113.82
ZS   JUL 23,8,13.51
