Symbol,Quantity,AvgPrice
AZN,238,73.73
CCU3,39,3142.97
DCN3,-20,15.92
FPE,8836,16.05
GE,204,106.21
GFQ3,10,2.38
HYG,1623,74.55
IAU,1469,37.04
IGIB,2661,50.2
IGSB,2907,50.06
KE   SEP 23,-30,7.9
KMB,-4301,133.96
KSA,4030,41.17
LEQ3,18,1.73
LVS,312,58.64
MDLZ,244,72.49
MNST,-10116,57.35
MRK,-5300,109.73
PANW,2713,223.8
PAU3,-9,1338.83
PCAR,7804,77.13
PG,121,145.8
PLN3,12,996.92
SGEN,94,197.13
SIN3,15,24.05
STIP,1480,97.6
YUM,147,133.73
ZBH,4196,135.33
ZM   DEC 23,15,369.85
ZN   SEP 23,1,113.31
ZS   JUL 23,9,13.82
