Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,384.64,1509,1509,0,-2.054,0.149,568395.81
EXR,STK,211.6,5659,5372,-287,-5.072,0.298,1136791.62
IT,STK,320.44,3655,3655,0,-2.927,0.298,1136791.62
MAA,STK,218.45,5394,5204,-190,-3.522,0.298,1136791.62
WM,STK,164.23,7171,6922,-249,-3.472,0.298,1136791.62
RHI,STK,,0,,,,0,0
TEAM,STK,369.93,3170,3073,-97,-3.06,0.298,1136791.62
PLD,STK,160.87,7454,7067,-387,-5.192,0.298,1136791.62
ALB,STK,,0,,,,0,0
TMO,STK,645.75,1806,1806,0,-2.547,0.298,1136791.62
ODFL,STK,358.92,3315,3167,-148,-4.465,0.298,1136791.62
DXCM,STK,,0,,,,0,0
SPG,STK,151,3883,3764,-119,-3.065,0.149,568395.81
F,STK,19.97,54860,56925,2065,3.764,0.298,1136791.62
MMC,STK,170.65,6875,6662,-213,-3.098,0.298,1136791.62
PKI,STK,187.42,6191,6191,0,-2.035,0.298,1136791.62
DRE,STK,62.78,19178,18108,-1070,-5.579,0.298,1136791.62
PSA,STK,353.21,3394,3218,-176,-5.186,0.298,1136791.62
AZO,STK,1986.1,590,572,-18,-3.051,0.298,1136791.62
QQQ,STK,390.02,270078,270078,0,-1.44,27.17,103818688.8
XLE,STK,55.56,33372,33372,0,-0.845,0.481,1838507.29
PBW,STK,76.33,24616,24616,0,-2.153,0.481,1838507.29
2823,STK,2.47,754000,754000,0,-1.282,0.481,1838507.29
2800,STK,3.04,606000,606000,0,-0.203,0.481,1838507.29
IJS,STK,101.5,18447,18447,0,-1.811,0.481,1838507.29
KSA,STK,39.54,48044,46497,-1547,-3.22,0.481,1838507.29
FM,STK,34,55855,54074,-1781,-3.189,0.481,1838507.29
STIP,STK,105.89,187328,180430,-6898,-3.682,5,19105741.52
LTPZ,STK,89.95,133006,127442,-5564,-4.183,3,11463444.91
ZN,FUT,130734.38,45,45,0,-2.222,1.5,5731722.46
ZB,FUT,162312.51,37,35,-2,-5.405,1.5,5731722.46
UB,FUT,199500,30,29,-1,-3.333,1.5,5731722.46
ZT,FUT,218257.81,91,88,-3,-3.297,5,19105741.52
Z3N,FUT,227726.56,87,84,-3,-3.448,5,19105741.52
CYBA,STK,5.78,2064246,1983295,-80951,-3.922,3,11463444.91
IGLB,STK,70.53,85004,81266,-3738,-4.397,1.5,5731722.46
GBS,FUT,126895.02,154,154,0,-1.948,5,19105741.52
GBX,FUT,245327.35,49,47,-2,-4.082,3,11463444.91
GBL,FUT,197379.67,30,29,-1,-3.333,1.5,5731722.46
BTS,FUT,128377.12,155,149,-6,-3.871,5,19105741.52
IAU,STK,33.94,116875,112585,-4290,-3.671,1,3821148.3
RB,FUT,89014.78,23,23,0,0,0.526,2011130.73
ZO,FUT,35150,58,58,0,-1.724,0.526,2011130.73
ZC,FUT,29150,71,71,0,-2.817,0.526,2011130.73
KC,FUT,88987.5,24,23,-1,-4.167,0.526,2011130.73
HO,FUT,94041.36,22,21,-1,-4.545,0.526,2011130.73
COIL,FUT,74404.14,28,27,-1,-3.571,0.526,2011130.73
ZL,FUT,31644,32,32,0,0,0.263,1005565.36
PL,FUT,46205,-22,-22,0,0,-0.263,1005565.36
CT,FUT,53275,-20,-19,1,-5,-0.263,1005565.36
SI,FUT,110900,-9,-9,0,0,-0.263,1005565.36
PA,FUT,168400,-6,-6,0,0,-0.263,1005565.36
CL,FUT,71080,-15,-14,1,-6.667,-0.263,1005565.36
ZW,FUT,39162.48,-27,-26,1,-3.704,-0.263,1005565.36
PB,FUT,,0,,,,0,0
SB,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,4.905,315244659
