Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,386,1381,1329,-52,-3.765,0.149,512801.54
EXR,STK,201.48,5268,5090,-178,-3.379,0.298,1025603.07
IT,STK,309.4,3320,3320,0,-0.151,0.298,1025603.07
MAA,STK,207.43,5085,5085,0,-2.773,0.298,1025603.07
WM,STK,163.22,6614,6284,-330,-4.989,0.298,1025603.07
RHI,STK,107.65,9495,9495,0,0.337,0.298,1025603.07
TEAM,STK,349.5,2943,2943,0,-0.306,0.298,1025603.07
PLD,STK,154.66,6943,6631,-312,-4.494,0.298,1025603.07
ALB,STK,251.47,3975,3975,0,2.591,0.298,1025603.07
TMO,STK,636.11,1676,1612,-64,-3.819,0.298,1025603.07
ODFL,STK,358.98,2962,2857,-105,-3.545,0.298,1025603.07
DXCM,STK,519.49,1919,987,-932,-48.567,0.149,512801.54
SPG,STK,149.77,6964,3424,-3540,-50.833,0.149,512801.54
F,STK,19.05,53094,53094,0,1.399,0.298,1025603.07
MMC,STK,167.79,3138,3138,0,-2.613,0.149,512801.54
PKI,STK,183.17,5875,5599,-276,-4.698,0.298,1025603.07
DRE,STK,59.68,0,17185,17185,Inf,0.298,1025603.07
QQQ,STK,381.41,250098,250098,0,-1.809,27.17,93664277.8
XLE,STK,55.77,30800,29742,-1058,-3.435,0.481,1658684.58
PBW,STK,76.52,21071,21071,0,2.871,0.481,1658684.58
2823,STK,2.39,718500,694000,-24500,-3.408,0.481,1658684.58
2800,STK,3.01,554000,554000,0,-0.531,0.481,1658684.58
IJS,STK,101.46,16699,16699,0,-2.102,0.481,1658684.58
KSA,STK,40.06,43032,41405,-1627,-3.781,0.481,1658684.58
FM,STK,34.04,50728,48728,-2000,-3.943,0.481,1658684.58
STIP,STK,105.96,170751,162675,-8076,-4.73,5,17237026.41
LTPZ,STK,93.16,114582,111016,-3566,-3.112,3,10342215.85
ZN,FUT,131031.26,42,39,-3,-7.143,1.5,5171107.92
ZB,FUT,163437.5,34,32,-2,-5.882,1.5,5171107.92
UB,FUT,203281.27,26,25,-1,-3.846,1.5,5171107.92
ZT,FUT,218367.19,83,79,-4,-4.819,5,17237026.41
Z3N,FUT,228023.44,77,77,0,-1.299,5,17237026.41
CYBA,STK,5.77,1896136,1792412,-103724,-5.47,3,10342215.85
IGLB,STK,71.21,75645,72618,-3027,-4.002,1.5,5171107.92
GBS,FUT,126844.96,143,136,-7,-4.895,5,17237026.41
GBX,FUT,245991.36,22,21,-1,-4.545,1.5,5171107.92
GBL,FUT,197267.89,27,26,-1,-3.704,1.5,5171107.92
BTS,FUT,128195.87,141,134,-7,-4.965,5,17237026.41
IAU,STK,33.87,106514,101783,-4731,-4.442,1,3447405.28
RB,FUT,83227.2,10,12,2,20,0.294,1013942.91
ZO,FUT,35675,23,28,5,21.739,0.294,1013942.91
ZL,FUT,34368,25,30,5,20,0.294,1013942.91
ZC,FUT,29062.52,29,35,6,20.69,0.294,1013942.91
KC,FUT,91612.56,9,11,2,22.222,0.294,1013942.91
CT,FUT,52695,16,-19,-35,-218.75,-0.294,1013942.91
COIL,FUT,71350,12,-14,-26,-216.667,-0.294,1013942.91
PA,FUT,177300,-9,-11,-2,22.222,-0.588,2027885.48
PL,FUT,46330,-36,-44,-8,22.222,-0.588,2027885.48
PB,FUT,55720.3,-30,-36,-6,20,-0.588,2027885.48
SB,FUT,21078.4,0,-96,-96,-Inf,-0.588,2027885.48
SI,FUT,111575,-15,-18,-3,20,-0.588,2027885.48
HO,FUT,89224.79,-19,0,19,-100,0,0
ZSLME,FUT,78874.62,-21,0,21,-100,0,0
CC,FUT,24900,-69,0,69,-100,0,0
,,,,,,,,
,,,,,,,4.454,279239760.25
