DATE,NAV (USD),CASH INJECTION,DAILY P&L,Daily Return,Weekly P&L,Weekly Return,MTD Change,MTD %,Cal,LTD ROR%,YTD Change,YTD ROR%,Annualised Return,Annualised Volatility,30 Days P&L,30 Days Return,90 Days P&L,90 Days Return,252 Days P&L,252 Days Return,Sharpe Ratio,Sortino Ratio,Value at Risk 95%(30days),Value at Risk 95%(90days),Value at Risk 95%(252days),Value at Risk 99%(252days),CAGR,Excess Return,Negative Excess Returns,Square of (Negative Excess Returns),Trailing 252D Sharpe,Trailing 252D Sortino,Trailing 252D Annualised Return,Trailing 252D Annualised Volatility
2020-07-17,8475481.76,0.0,40668.96,0.48,-10764.77,-0.13,345805.65,4.25,1.04,4.25,345805.65,4.25,96.23,11.94,345805.65,4.25,345805.65,4.25,345805.65,4.25,7.68,16.4,-0.01,-0.01,-0.01,-0.01,159.6,0.46,0.0,0.0,7.68,16.4,96.23,0.12
2020-07-20,7795603.86,-800000.0,120122.1,1.42,120122.1,1.42,465927.75,5.73,1.06,5.73,465927.75,5.73,117.97,12.33,465927.75,5.73,465927.75,5.73,465927.75,5.73,9.2,21.19,-0.01,-0.01,-0.01,-0.01,222.21,1.4,0.0,0.0,9.2,21.19,117.97,0.12
2020-07-21,7768360.51,0.0,-27243.35,-0.35,92878.75,1.06,438684.4,5.36,1.05,5.36,438684.4,5.36,102.12,12.35,438684.4,5.36,438684.4,5.36,438684.4,5.36,7.91,18.1,-0.01,-0.01,-0.01,-0.01,175.15,-0.37,-0.37,0.0,7.91,18.1,102.12,0.12
2020-07-22,7803379.34,0.0,35018.83,0.45,127897.58,1.52,473703.23,5.84,1.06,5.84,473703.23,5.84,102.94,11.86,473703.23,5.84,473703.23,5.84,473703.23,5.84,8.3,18.94,-0.01,-0.01,-0.01,-0.01,177.55,0.43,0.0,0.0,8.3,18.94,102.94,0.12
2020-07-23,7757505.18,0.0,-45874.16,-0.59,82023.42,0.92,427829.07,5.21,1.05,5.21,427829.07,5.21,86.2,12.14,427829.07,5.21,427829.07,5.21,427829.07,5.21,6.73,14.59,-0.01,-0.01,-0.01,-0.01,134.84,-0.61,-0.61,0.0,6.73,14.59,86.2,0.12
2020-07-24,7718042.96,0.0,-39462.22,-0.51,42561.2,0.41,388366.85,4.68,1.05,4.68,388366.85,4.68,72.8,12.2,388366.85,4.68,388366.85,4.68,388366.85,4.68,5.6,11.75,-0.01,-0.01,-0.01,-0.01,105.45,-0.53,-0.53,0.0,5.6,11.75,72.8,0.12
2020-07-27,7848768.48,0.0,130725.52,1.69,130725.52,1.69,519092.37,6.45,1.06,6.45,519092.37,6.45,93.63,13.0,519092.37,6.45,519092.37,6.45,519092.37,6.45,6.86,15.81,-0.01,-0.01,-0.01,-0.01,152.6,1.68,0.0,0.0,6.86,15.81,93.63,0.13
2020-07-28,7829336.33,0.0,-19432.15,-0.25,111293.37,1.44,499660.22,6.19,1.06,6.19,499660.22,6.19,84.96,12.82,499660.22,6.19,499660.22,6.19,499660.22,6.19,6.28,14.45,-0.01,-0.01,-0.01,-0.01,131.75,-0.27,-0.27,0.0,6.28,14.45,84.96,0.13
2020-07-29,7899344.17,0.0,70007.84,0.89,181301.21,2.35,569668.06,7.14,1.07,7.14,569668.06,7.14,92.35,12.62,569668.06,7.14,569668.06,7.14,569668.06,7.14,6.96,16.21,-0.01,-0.01,-0.01,-0.01,149.5,0.88,0.0,0.0,6.96,16.21,92.35,0.13
2020-07-31,8019590.3,0.0,120246.13,1.52,301547.34,3.91,689914.19,8.77,1.09,8.77,689914.19,8.77,106.91,12.95,689914.19,8.77,689914.19,8.77,689914.19,8.77,7.91,19.38,-0.01,-0.01,-0.01,-0.01,188.33,1.5,0.0,0.0,7.91,19.38,106.91,0.13
2020-08-03,8080929.48,0.0,61339.18,0.76,61339.18,0.76,61339.18,0.76,1.1,9.6,751253.37,9.6,111.0,12.68,751253.37,9.6,751253.37,9.6,751253.37,9.6,8.4,20.66,-0.01,-0.01,-0.01,-0.01,200.4,0.75,0.0,0.0,8.4,20.66,111.0,0.13
2020-08-04,8290234.0,0.0,209304.52,2.59,270643.7,3.37,270643.7,3.37,1.12,12.44,960557.89,12.44,135.62,14.35,960557.89,12.44,960557.89,12.44,960557.89,12.44,9.14,26.03,-0.01,-0.01,-0.01,-0.01,283.0,2.57,0.0,0.0,9.14,26.03,135.62,0.14
2020-08-05,8397007.3,0.0,106773.3,1.29,377417.0,4.71,377417.0,4.71,1.14,13.89,1067331.19,13.89,143.84,14.24,1067331.19,13.89,1067331.19,13.89,1067331.19,13.89,9.78,28.28,-0.01,-0.01,-0.01,-0.01,315.66,1.27,0.0,0.0,9.78,28.28,143.84,0.14
2020-08-06,8505200.13,0.0,108192.83,1.29,485609.83,6.06,485609.83,6.06,1.15,15.35,1175524.02,15.35,151.37,14.12,1175524.02,15.35,1175524.02,15.35,1175524.02,15.35,10.4,30.45,-0.01,-0.01,-0.01,-0.01,348.06,1.27,0.0,0.0,10.4,30.45,151.37,0.14
2020-08-07,8196625.5,0.0,-308574.63,-3.63,177035.2,2.21,177035.2,2.21,1.11,11.17,866949.39,11.17,108.75,19.27,866949.39,11.17,866949.39,11.17,866949.39,11.17,5.41,8.34,-0.01,-0.01,-0.01,-0.03,190.74,-3.65,-3.65,0.0,5.41,8.34,108.75,0.19
2020-08-10,7879783.94,0.0,-316841.56,-3.87,-316841.56,-3.87,-139806.36,-1.74,1.07,6.87,550107.83,6.87,67.1,23.14,550107.83,6.87,550107.83,6.87,550107.83,6.87,2.71,3.64,-0.03,-0.03,-0.03,-0.04,90.43,-3.88,-3.88,0.0,2.71,3.64,67.1,0.23
2020-08-11,7384368.18,0.0,-495415.76,-6.29,-812257.32,-9.91,-635222.12,-7.92,1.0,0.15,54692.07,0.15,5.93,30.26,54692.07,0.15,54692.07,0.15,54692.07,0.15,0.05,0.06,-0.04,-0.04,-0.04,-0.06,1.43,-6.31,-6.31,0.0,0.05,0.06,5.93,0.3
2020-08-12,7585400.9,0.0,201032.72,2.72,-611224.6,-7.46,-434189.4,-5.41,1.03,2.88,255724.79,2.88,30.22,30.78,255724.79,2.88,255724.79,2.88,255724.79,2.88,0.84,1.02,-0.04,-0.04,-0.04,-0.06,29.1,2.7,0.0,0.0,0.84,1.02,30.22,0.31
2020-08-13,7631434.28,0.0,46033.38,0.61,-565191.22,-6.9,-388156.02,-4.84,1.04,3.5,301758.17,3.5,34.45,30.26,301758.17,3.5,301758.17,3.5,301758.17,3.5,0.99,1.21,-0.04,-0.04,-0.04,-0.06,34.88,0.59,0.0,0.0,0.99,1.21,34.45,0.3
2020-08-14,7623006.29,0.0,-8427.99,-0.11,-573619.21,-7.0,-396584.01,-4.95,1.03,3.39,293330.18,3.39,32.38,29.74,293330.18,3.39,293330.18,3.39,293330.18,3.39,0.94,1.15,-0.04,-0.04,-0.04,-0.06,32.31,-0.13,-0.13,0.0,0.94,1.15,32.38,0.3
2020-08-17,7922402.46,0.0,299396.17,3.93,299396.17,3.93,-97187.84,-1.21,1.07,7.45,592726.35,7.45,63.26,31.18,616187.33,7.76,592726.35,7.45,592726.35,7.45,1.88,2.46,-0.04,-0.04,-0.04,-0.06,79.33,3.91,0.0,0.0,1.88,2.46,63.26,0.31
2020-08-18,8026372.07,0.0,103969.61,1.31,403365.78,5.29,6781.77,0.08,1.09,8.86,696695.96,8.86,71.62,30.82,652332.3,8.27,696695.96,8.86,696695.96,8.86,2.18,2.85,-0.04,-0.04,-0.04,-0.06,95.13,1.29,0.0,0.0,2.18,2.85,71.62,0.31
2020-08-19,7968227.03,0.0,-58145.04,-0.72,345220.74,4.53,-51363.27,-0.64,1.08,8.07,638550.92,8.07,63.92,30.46,471109.71,5.89,638550.92,8.07,638550.92,8.07,1.95,2.55,-0.04,-0.04,-0.04,-0.06,80.89,-0.74,-0.74,0.0,1.95,2.55,63.92,0.3
2020-08-20,8052421.72,0.0,84194.69,1.06,429415.43,5.63,32831.42,0.41,1.09,9.21,722745.61,9.21,69.87,30.08,519153.17,6.55,722745.61,9.21,722745.61,9.21,2.17,2.85,-0.04,-0.04,-0.04,-0.05,92.17,1.04,0.0,0.0,2.17,2.85,69.87,0.3
2020-08-21,8064757.27,0.0,12335.55,0.15,441750.98,5.79,45166.97,0.56,1.09,9.38,735081.16,9.38,68.97,29.63,461888.66,5.83,735081.16,9.38,735081.16,9.38,2.18,2.85,-0.04,-0.04,-0.04,-0.05,90.7,0.14,0.0,0.0,2.18,2.85,68.97,0.3
2020-08-24,7969847.14,0.0,-94910.13,-1.18,-94910.13,-1.18,-49743.16,-0.62,1.08,8.09,640171.03,8.09,58.82,29.46,283600.61,3.55,640171.03,8.09,640171.03,8.09,1.84,2.41,-0.04,-0.04,-0.04,-0.05,72.42,-1.19,-1.19,0.0,1.84,2.41,58.82,0.29
2020-08-25,7944035.39,0.0,-25811.75,-0.32,-120721.88,-1.5,-75554.91,-0.94,1.08,7.74,614359.28,7.74,55.02,29.08,340135.21,4.23,614359.28,7.74,614359.28,7.74,1.74,2.27,-0.04,-0.04,-0.04,-0.05,66.18,-0.34,-0.34,0.0,1.74,2.27,55.02,0.29
2020-08-26,8076657.24,0.0,132621.85,1.67,11899.97,0.15,57066.94,0.71,1.1,9.54,746981.13,9.54,64.65,28.93,393423.9,4.98,746981.13,9.54,746981.13,9.54,2.08,2.74,-0.04,-0.04,-0.04,-0.05,83.01,1.65,0.0,0.0,2.08,2.74,64.65,0.29
2020-08-27,7838486.27,0.0,-238170.97,-2.95,-226271.0,-2.81,-181104.03,-2.26,1.06,6.31,508810.16,6.31,43.94,29.69,159555.36,1.93,508810.16,6.31,508810.16,6.31,1.33,1.72,-0.04,-0.04,-0.04,-0.05,48.51,-2.97,-2.97,0.0,1.33,1.72,43.94,0.3
2020-08-28,7851846.39,0.0,13360.12,0.17,-212910.88,-2.64,-167743.91,-2.09,1.06,6.49,522170.28,6.49,43.91,29.3,217033.59,2.64,522170.28,6.49,522170.28,6.49,1.34,1.74,-0.04,-0.04,-0.04,-0.05,48.63,0.15,0.0,0.0,1.34,1.74,43.91,0.29
2020-08-31,8142193.1,0.0,290346.71,3.7,290346.71,3.7,122602.8,1.53,1.1,10.43,812516.99,10.43,65.57,30.22,466711.34,5.93,812516.99,10.43,812516.99,10.43,2.02,2.73,-0.04,-0.04,-0.04,-0.05,84.01,3.68,0.0,0.0,2.02,2.73,65.57,0.3
2020-09-01,8932854.57,340000.0,450661.47,5.53,741008.18,9.44,450661.47,5.53,1.17,16.54,1263178.46,16.54,97.22,32.53,797250.71,10.23,1263178.46,16.54,1263178.46,16.54,2.85,4.2,-0.04,-0.04,-0.04,-0.05,150.56,5.52,0.0,0.0,2.85,4.2,97.22,0.33
2020-09-02,8942808.35,0.0,9953.78,0.11,750961.96,9.56,460615.25,5.65,1.17,16.67,1273132.24,16.67,95.61,32.15,834447.84,10.74,1273132.24,16.67,1273132.24,16.67,2.83,4.18,-0.04,-0.04,-0.04,-0.05,146.87,0.09,0.0,0.0,2.83,4.18,95.61,0.32
2020-09-03,18349286.78,10000000.0,-593521.57,-6.64,157440.39,2.29,-132906.32,-1.36,1.09,8.93,679610.67,8.93,55.42,35.93,205907.44,2.92,679610.67,8.93,679610.67,8.93,1.42,1.9,-0.05,-0.04,-0.04,-0.06,63.2,-6.65,-6.65,0.0,1.42,1.9,55.42,0.36
