Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SGEN,STK,194.78,3632,3203,-429,-11.812,0.333,623868.57
ACGL,STK,81.5,8676,7655,-1021,-11.768,0.333,623868.57
GE,STK,111.24,6255,5608,-647,-10.344,0.333,623868.57
CHD,STK,97.24,7265,6416,-849,-11.686,0.333,623868.57
PANW,STK,243.7,2857,2560,-297,-10.396,0.333,623868.57
DHI,STK,125.42,5154,4974,-180,-3.492,0.333,623868.57
WST,STK,378.75,1855,1647,-208,-11.213,0.333,623868.57
LEN,STK,126.75,5445,4922,-523,-9.605,0.333,623868.57
HCA,STK,286.91,2396,2174,-222,-9.265,0.333,623868.57
TDG,STK,890.34,776,701,-75,-9.665,0.333,623868.57
NVR,STK,6226.08,109,100,-9,-8.257,0.333,623868.57
FDX,STK,263.54,2678,2367,-311,-11.613,0.333,623868.57
BKNG,STK,2917.5,241,214,-27,-11.203,0.333,623868.57
PH,STK,402.81,1741,1549,-192,-11.028,0.333,623868.57
PWR,STK,199.98,3518,3120,-398,-11.313,0.333,623868.57
QQQ,STK,378.63,163807,148294,-15513,-9.47,30,56148732.69
EWW,STK,63.13,80951,74118,-6833,-8.441,2.5,4679061.06
KSA,STK,42.26,126344,110721,-15623,-12.365,2.5,4679061.06
STIP,STK,97.3,65974,57707,-8267,-12.531,3,5614873.27
IGSB,STK,50.2,127722,111850,-15872,-12.427,3,5614873.27
IGIB,STK,50.54,126788,111098,-15690,-12.375,3,5614873.27
HYG,STK,75.18,85080,74686,-10394,-12.217,3,5614873.27
FPE,STK,16.07,398466,349401,-49065,-12.313,3,5614873.27
HYD,STK,51.5,120784,109027,-11757,-9.734,3,5614873.27
TN,FUT,118062.5,54,48,-6,-11.111,3,5614873.27
ZF,FUT,107210.93,60,52,-8,-13.333,3,5614873.27
GBX,FUT,151755.22,41,37,-4,-9.756,3,5614873.27
GBL,FUT,148039.23,43,38,-5,-11.628,3,5614873.27
BTP,FUT,129203.35,49,43,-6,-12.245,3,5614873.27
OAT,FUT,142064.7,44,40,-4,-9.091,3,5614873.27
IAU,STK,37.2,55810,50312,-5498,-9.851,1,1871624.42
GF,FUT,122550,18,16,-2,-11.111,1.053,1970131.01
CC,FUT,34080,65,58,-7,-10.769,1.053,1970131.01
LE,FUT,73080,30,27,-3,-10,1.053,1970131.01
SB,FUT,27395.2,40,36,-4,-10,0.526,985065.51
SI,FUT,124650,17,16,-1,-5.882,1.053,1970131.01
HG,FUT,95662.48,23,21,-2,-8.696,1.053,1970131.01
SCI,FUT,11305,193,174,-19,-9.845,1.053,1970131.01
DA,FUT,32786.36,-36,-30,6,-16.667,-0.526,985065.51
PA,FUT,128300,-9,-8,1,-11.111,-0.526,985065.51
KC,FUT,59100,-19,-17,2,-10.526,-0.526,985065.51
TSR20,FUT,6360,-176,-155,21,-11.932,-0.526,985065.51
ZC,FUT,26725,-40,-37,3,-7.5,-0.526,985065.51
ZSLME,FUT,59337.5,-18,-17,1,-5.556,-0.526,985065.51
,,,,,,,,
,,,,,,,4.023,162831231.65
