Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
SGEN,STK,194.65,3203,3203,0,-0.468,0.333,620564.17
ACGL,STK,82.28,7655,7655,0,-1.476,0.333,620564.17
GE,STK,110.33,5608,5608,0,0.303,0.333,620564.17
CHD,STK,98.13,6416,6416,0,-1.434,0.333,620564.17
PANW,STK,243.82,2560,2560,0,-0.586,0.333,620564.17
DHI,STK,128.29,4974,4974,0,-2.754,0.333,620564.17
WST,STK,377.32,1647,1647,0,-0.121,0.333,620564.17
LEN,STK,126.65,4922,4922,0,-0.447,0.333,620564.17
HCA,STK,285.14,2174,0,-2174,-100,0,0
TDG,STK,887.93,701,701,0,-0.285,0.333,620564.17
NVR,STK,6244.69,100,100,0,-1,0.333,620564.17
FDX,STK,258.52,2367,2367,0,1.394,0.333,620564.17
BKNG,STK,2923.24,214,214,0,-0.935,0.333,620564.17
PH,STK,397.65,1549,1549,0,0.775,0.333,620564.17
PWR,STK,201.49,3120,3120,0,-1.282,0.333,620564.17
VRSK,STK,234.11,0,2651,2651,Inf,0.333,620564.17
QQQ,STK,376.65,148294,148294,0,-0.007,30,55851333.74
EWW,STK,62.9,74118,0,-74118,-100,0,0
KSA,STK,42.14,110721,110721,0,-0.247,2.5,4654277.81
INDA,STK,44.6,0,104356,104356,Inf,2.5,4654277.81
STIP,STK,97.35,57707,57707,0,-0.581,3,5585133.37
IGSB,STK,50.24,111850,111850,0,-0.609,3,5585133.37
IGIB,STK,50.63,111098,111098,0,-0.707,3,5585133.37
IGLB,STK,51.45,0,108555,108555,Inf,3,5585133.37
HYG,STK,75.37,74686,74686,0,-0.781,3,5585133.37
FPE,STK,16.11,349401,349401,0,-0.777,3,5585133.37
HYD,STK,51.55,109027,109027,0,-0.626,3,5585133.37
FMB,STK,50.84,0,109857,109857,Inf,3,5585133.37
TN,FUT,118468.75,48,0,-48,-100,0,0
ZF,FUT,107375,52,0,-52,-100,0,0
GBX,FUT,152997.16,37,37,0,0,3,5585133.37
GBL,FUT,148462.68,38,38,0,0,3,5585133.37
BTP,FUT,129404.56,43,43,0,0,3,5585133.37
OAT,FUT,142420.4,40,40,0,-2.5,3,5585133.37
IAU,STK,37.23,50312,50312,0,-0.608,1,1861711.12
GF,FUT,122916,16,14,-2,-12.5,0.952,1773058.3
CC,FUT,34140,58,52,-6,-10.345,0.952,1773058.3
LE,FUT,72714.81,27,24,-3,-11.111,0.952,1773058.3
SB,FUT,28123.19,36,63,27,75,0.952,1773058.3
SI,FUT,124025,16,14,-2,-12.5,0.952,1773058.3
HG,FUT,95012.48,21,-9,-30,-142.857,-0.476,886529.15
SCI,FUT,11270,174,157,-17,-9.77,0.952,1773058.3
DA,FUT,33420,-30,0,30,-100,0,0
PA,FUT,128150,-8,0,8,-100,0,0
KC,FUT,61143.76,-17,-14,3,-17.647,-0.476,886529.15
TSR20,FUT,6402.23,-155,-138,17,-10.968,-0.476,886529.15
ZC,FUT,28262.51,-37,-31,6,-16.216,-0.476,886529.15
ZSLME,FUT,59205.41,-17,-15,2,-11.765,-0.476,886529.15
ZS,FUT,71025,0,25,25,Inf,0.952,1773058.3
PB,FUT,53925,0,-16,-16,-Inf,-0.476,886529.15
ZW,FUT,36912.5,0,-24,-24,-Inf,-0.476,886529.15
,,,,,,,,
,,,,,,,4.023,161968775.62
