Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,553.9,941,847,-94,-9.989,0.333,469279.45
WST,STK,412.41,1279,1138,-141,-11.024,0.333,469279.45
GE,STK,114.8,4494,4088,-406,-9.034,0.333,469279.45
PWR,STK,208.05,2453,2256,-197,-8.031,0.333,469279.45
ETN,STK,228.08,2245,2058,-187,-8.33,0.333,469279.45
VRSK,STK,239.14,2191,1962,-229,-10.452,0.333,469279.45
FDX,STK,260.58,2018,1801,-217,-10.753,0.333,469279.45
SGEN,STK,206.96,2456,2267,-189,-7.695,0.333,469279.45
PANW,STK,233.92,2243,2006,-237,-10.566,0.333,469279.45
BRO,STK,73.72,7120,6366,-754,-10.59,0.333,469279.45
BR,STK,186.24,2741,2520,-221,-8.063,0.333,469279.45
PH,STK,416.5,1249,1127,-122,-9.768,0.333,469279.45
RSG,STK,145.94,3585,3216,-369,-10.293,0.333,469279.45
CEG,STK,105.54,4948,4446,-502,-10.146,0.333,469279.45
TDG,STK,893.58,582,525,-57,-9.794,0.333,469279.45
QQQ,STK,373.84,124266,112977,-11289,-9.085,30,42235155.02
KSA,STK,40.94,37302,34388,-2914,-7.812,1,1407838.5
EWZ,STK,32.14,48239,43803,-4436,-9.196,1,1407838.5
STIP,STK,97.35,32224,28923,-3301,-10.244,2,2815677
IGSB,STK,50.18,62515,56112,-6403,-10.242,2,2815677
HYG,STK,75.36,41772,37363,-4409,-10.555,2,2815677
FPE,STK,16.13,194908,174562,-20346,-10.439,2,2815677
HYD,STK,50.73,61921,55503,-6418,-10.365,2,2815677
FMB,STK,50.13,62653,56168,-6485,-10.351,2,2815677
BTS,FUT,114119.13,28,25,-3,-10.714,2,2815677
BTP,FUT,124725.83,25,23,-2,-8,2,2815677
GBS,FUT,114549.3,27,25,-2,-7.407,2,2815677
GBM,FUT,127061.6,25,22,-3,-12,2,2815677
IAU,STK,36.71,42924,38350,-4574,-10.656,1,1407838.5
SCI,FUT,11450,66,59,-7,-10.606,0.476,670399.32
SI,FUT,124975,6,5,-1,-16.667,0.476,670399.32
LE,FUT,72580,10,9,-1,-10,0.476,670399.32
SB,FUT,28672,26,23,-3,-11.538,0.476,670399.32
ZO,FUT,25672.37,30,26,-4,-13.333,0.476,670399.32
GF,FUT,128312.5,6,5,-1,-16.667,0.476,670399.32
CC,FUT,35630,21,19,-2,-9.524,0.476,670399.32
ALI,FUT,53961.43,-7,-6,1,-14.286,-0.238,335199.59
HG,FUT,95562.5,-4,-4,0,0,-0.238,335199.59
ZSLME,FUT,61175,-6,-5,1,-16.667,-0.238,335199.59
ZC,FUT,24525,-15,-14,1,-6.667,-0.238,335199.59
KE,FUT,36487.5,-10,-9,1,-10,-0.238,335199.59
HE,FUT,32250,-11,-10,1,-9.091,-0.238,335199.59
ZW,FUT,30237.5,-12,-11,1,-8.333,-0.238,335199.59
,,,,,,,,
,,,,,,,2.404,88693824.64
