Symbol,Quantity,AvgPrice
ABBV,-259,158.42
CGBM23,-3,126.68
CGFM23,-3,114.58
CLK3,10,70.88
COILM3,9,76.06
CTN3,-17,0.8
EWH,80289,20.25
FSLR,-194,210.26
GILD,-507,80.29
GOILJ3,-4,769.38
HEM3,-18,0.93
HSY,-218,249.69
IAU,-1808,37.06
LLY,-80,334.35
LMT,-73,473.8
LVS,-524,54.11
MRK,-307,107.14
NEM,-694,47.99
ORLY,-52,818.75
PCG,-3009,15.79
PGR,-282,141.26
QQQ,-9205,310.08
RBK3,3,2.6
REGN,-51,822.48
RING,65017,24.42
SGEN,-157,200.19
STIP,-2558,98.8
TN   JUN 23,-3,121.08
UB   JUN 23,-1,141.25
ULTA,-63,519.16
ZB   JUN 23,-2,130.89
ZC   MAY 23,21,6.42
ZM   MAY 23,-16,442.91
ZN   JUN 23,-2,115.19
ZS   MAY 23,-9,14.35
ZW   MAY 23,20,6.95
