Symbol,Quantity,AvgPrice
ABBV,152,158.02
CGBM23,2,125.97
CGFM23,2,113.84
EWH,6275,20.64
FSLR,96,216.53
GFK3,1,2.06
GILD,225,81.9
HEM3,-1,0.92
HSY,55,254.47
IAU,1373,37.52
LEM3,-1,1.62
LMT,54,473.37
LVS,286,56.91
MRK,203,105.82
NEM,244,48.86
PCG,1258,16.01
PGR,98,143.82
QQQ,4876,318.07
REGN,34,817.92
RING,3678,25.26
SBK3,1,0.22
SGEN,84,203.32
STIP,2153,99.08
TN   JUN 23,1,120.89
UB   JUN 23,1,140.97
ZB   JUN 23,1,130.84
ZL   MAY 23,-1,0.56
ZM   MAY 23,-1,460.0
ZN   JUN 23,1,114.69
ZS   MAY 23,-1,14.9
