Symbol,Quantity,AvgPrice
ABBV,195,152.65
ALIK3,-1,2326.75
AZO,17,2434.4
CAH,624,70.38
CTK3,-12,0.82
DE,96,404.29
FMB,2462,50.45
FSLR,207,207.5
GFJ3,1,1.96
GILD,439,79.32
HYD,2437,51.05
HYG,1308,73.7
IAU,3058,36.12
IGIB,2415,50.2
IGSB,-22329,49.92
IXC,3157,37.77
LEM3,1,1.58
LMT,62,477.81
LTPZ,2079,61.24
LVS,768,56.16
MRK,476,106.55
ORLY,41,823.26
PCG,2560,16.16
PGR,272,140.08
QQQ,9901,296.9
REGN,53,763.58
SBK3,2,0.21
SIK3,-1,21.97
STIP,1221,98.1
TIP,1140,108.7
TRV,254,172.12
UB   JUN 23,9,139.87
ULTA,65,521.91
XLE,1438,82.87
ZC   MAY 23,-4,6.17
ZM   MAY 23,1,476.4
ZO   MAY 23,-6,3.49
ZW   MAY 23,-3,6.91
