Symbol,Quantity,AvgPrice
AFL,256,68.77
AZO,11,2453.5
CAH,328,75.88
CEG,400,74.02
DCJ3,-2,17.7
DE,53,421.47
FMB,936,50.26
GILD,364,79.72
GOILJ3,1,829.5
HOJ3,1,2.84
HYD,1015,50.7
HYG,599,73.86
IAU,1265,34.88
IGIB,1014,49.48
IGLB,1060,49.84
IGSB,956,49.69
IXC,1149,38.76
LMT,43,474.76
MRK,245,107.08
ORLY,26,819.84
PGR,109,142.72
QQQ,5397,291.93
SBK3,1,0.2
SCHW,331,77.16
STIP,497,97.25
TIP,432,106.76
TRV,99,184.11
ULTA,48,515.19
XLE,587,85.09
ZC   MAY 23,-2,6.29
ZM   MAY 23,1,470.0
ZO   MAY 23,-4,3.34
