Symbol,Quantity,AvgPrice
ABBV,2618,155.32
AFL,-5895,68.44
ALIJ3,19,2354.97
ALIK3,-10,2362.58
CB,1973,208.06
CEG,-5228,78.36
DCJ3,16,17.64
GFJ3,12,1.98
GOILJ3,7,835.93
HOJ3,5,2.85
IGLB,-23996,50.71
KE   MAY 23,-14,8.01
LEJ3,9,1.66
LTPZ,20210,60.5
RBJ3,5,2.75
SBK3,25,0.21
SIK3,6,21.22
ZC   MAY 23,18,6.38
ZM   MAY 23,12,491.54
ZO   MAY 23,33,3.27
ZS   MAY 23,-8,15.3
ZW   MAY 23,-17,6.98
