Symbol,Quantity,AvgPrice
AFL,326,67.87
ALIJ3,-1,2376.75
AZO,7,2501.26
CAH,318,74.48
CEG,160,76.81
DCJ3,-3,17.49
DE,40,425.3
FMB,1171,50.26
GILD,289,79.99
GOILJ3,1,847.5
HOJ3,1,2.89
HYD,1195,50.79
HYG,809,74.39
IAU,1416,34.99
IGIB,1294,49.63
IGLB,1296,50.4
IGSB,1261,49.76
IXC,1880,39.32
LEJ3,1,1.66
LMT,33,477.62
LVS,320,60.28
MRK,150,106.71
ORLY,17,832.06
PGR,146,144.64
QQQ,6014,297.06
REGN,33,770.7
SBK3,2,0.21
SCHW,363,76.97
SIK3,-1,21.12
STIP,563,97.56
TIP,557,107.44
TRV,124,181.65
ULTA,32,520.58
XLE,824,86.4
ZC   MAY 23,-2,6.38
ZM   MAY 23,1,480.4
ZO   MAY 23,-4,3.32
ZS   MAY 23,1,15.18
