Symbol,Quantity,AvgPrice
ADSK,10000,208.46
AI,-220000,9.09
CRM,7000,168.46
EWY,3000,176.24
FIG,87200,24.52
KLAC,-2200,230.76
QQQ,2420,720.43
SCHD,35000,32.21
VYM,17000,160.26
