Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,391.27,3974,2027,-1947,-48.993,0.149,793195.97
EXR,STK,202.16,7716,7716,0,1.698,0.298,1586391.93
IT,STK,334.55,4611,4611,0,2.841,0.298,1586391.93
MAA,STK,201.34,7747,7747,0,1.704,0.298,1586391.93
WM,STK,163.39,9640,9640,0,0.716,0.298,1586391.93
EFX,STK,288.86,5466,0,-5466,-100,0,0
RHI,STK,117.74,13420,13420,0,0.402,0.298,1586391.93
TEAM,STK,429.86,3581,3690,109,3.044,0.298,1586391.93
PLD,STK,150.22,10262,10262,0,2.904,0.298,1586391.93
ALB,STK,286.51,5610,5610,0,-1.301,0.298,1586391.93
TMO,STK,636.05,2479,2479,0,0.605,0.298,1586391.93
ODFL,STK,351.82,4491,4491,0,0.401,0.298,1586391.93
DXCM,STK,641.18,2438,2438,0,1.477,0.298,1586391.93
SPG,STK,166.74,9303,9303,0,2.268,0.298,1586391.93
F,STK,19.47,81064,81064,0,0.512,0.298,1586391.93
MMC,STK,169.32,0,4685,4685,Inf,0.149,793195.97
PKI,STK,188.82,0,8402,8402,Inf,0.298,1586391.93
QQQ,STK,405.44,352104,352104,0,1.486,27.17,144878909.42
XLE,STK,54.98,45660,45660,0,2.201,0.481,2565635.68
PBW,STK,91.01,28663,28663,0,-1.647,0.481,2565635.68
2823,STK,2.38,1051100,1051100,0,2.559,0.481,2565635.68
2800,STK,3.22,775000,775000,0,2.81,0.481,2565635.68
IJS,STK,106.88,23248,24005,757,3.256,0.481,2565635.68
KSA,STK,42.05,59315,59315,0,2.864,0.481,2565635.68
FM,STK,35.23,71219,71219,0,2.255,0.481,2565635.68
STIP,STK,106.56,241061,250207,9146,3.794,5,26662049.25
LTPZ,STK,92.38,170722,170722,0,1.433,3,15997229.55
ZN,FUT,130468.75,119,123,4,3.361,3,15997229.55
ZB,FUT,161125,48,50,2,4.167,1.5,7998614.77
ZT,FUT,219203.13,118,122,4,3.39,5,26662049.25
Z3N,FUT,228953.12,113,113,0,2.655,5,26662049.25
CYBA,STK,5.74,2699380,2786974,87594,3.245,3,15997229.55
IGLB,STK,70.19,223906,223906,0,1.79,3,15997229.55
GBS,FUT,126863.28,203,210,7,3.448,5,26662049.25
GBX,FUT,242828.41,32,33,1,3.125,1.5,7998614.77
BTS,FUT,128410.743,0,208,208,Inf,5,26662049.25
IAU,STK,35,145727,152355,6628,4.548,1,5332409.85
ZO,FUT,38268.74,50,64,14,28,0.462,2461112.44
RB,FUT,91261.8,20,27,7,35,0.462,2461112.44
CT,FUT,57870,0,43,43,Inf,0.462,2461112.44
GOIL,FUT,66750,-28,-37,-9,32.143,-0.462,2461112.44
HO,FUT,96822.58,-19,-25,-6,31.579,-0.462,2461112.44
COIL,FUT,78230,24,-31,-55,-229.167,-0.462,2461112.44
CL,FUT,76050,24,-32,-56,-233.333,-0.462,2461112.44
ZL,FUT,35154,53,-140,-193,-364.151,-0.923,4922224.89
ZSLME,FUT,81328.06,-47,-61,-14,29.787,-0.923,4922224.89
PB,FUT,55537.5,0,-89,-89,-Inf,-0.923,4922224.89
SCI,FUT,9470,-412,0,412,-100,0,0
AH,FUT,67279.84,-56,0,56,-100,0,0
DA,FUT,37075.14,-105,0,105,-100,0,0
HG,FUT,109362.5,-34,0,34,-100,0,0
,,,,,,,,
,,,,,,,6.15,437257503.73
