Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,388.5,3974,3974,0,2.391,0.298,1580739.1
EXR,STK,203.5,7716,7716,0,0.674,0.298,1580739.1
IT,STK,335.11,4611,4611,0,2.299,0.298,1580739.1
MAA,STK,204.04,7499,7747,248,3.307,0.298,1580739.1
WM,STK,163.97,9317,9640,323,3.467,0.298,1580739.1
EFX,STK,289.19,5266,5466,200,3.798,0.298,1580739.1
RHI,STK,117.08,13420,13420,0,0.604,0.298,1580739.1
TEAM,STK,441.4,3455,3581,126,3.647,0.298,1580739.1
PLD,STK,150.58,10262,10262,0,2.3,0.298,1580739.1
ALB,STK,274.8,5610,5610,0,2.531,0.298,1580739.1
TMO,STK,637.63,2391,2479,88,3.68,0.298,1580739.1
ODFL,STK,352,4245,4491,246,5.795,0.298,1580739.1
DXCM,STK,648.41,2367,2438,71,3,0.298,1580739.1
SPG,STK,169.38,9303,9303,0,0.322,0.298,1580739.1
F,STK,19.5,77861,81064,3203,4.114,0.298,1580739.1
QQQ,STK,403.28,352104,352104,0,1.666,27.17,144362659.03
XLE,STK,55.99,44140,45660,1520,3.444,0.481,2556493.49
PBW,STK,89.19,27233,28663,1430,5.251,0.481,2556493.49
2823,STK,2.37,1051100,1051100,0,2.625,0.481,2556493.49
2800,STK,3.23,775000,775000,0,2.127,0.481,2556493.49
IJS,STK,108.55,23248,23248,0,1.303,0.481,2556493.49
KSA,STK,43.1,56974,59315,2341,4.109,0.481,2556493.49
FM,STK,35.5,71219,71219,0,1.116,0.481,2556493.49
STIP,STK,106.97,241061,248360,7299,3.028,5,26567043.75
LTPZ,STK,91.82,170722,170722,0,1.688,3,15940226.25
ZN,FUT,130859.38,119,119,0,2.521,3,15940226.25
ZB,FUT,161500,48,48,0,2.083,1.5,7970113.12
ZT,FUT,219421.87,118,118,0,2.542,5,26567043.75
Z3N,FUT,229398.43,113,113,0,2.655,5,26567043.75
CYBA,STK,5.72,2699380,2786753,87373,3.237,3,15940226.25
IGLB,STK,69.73,223906,223906,0,2.096,3,15940226.25
GBS,FUT,127065.61,203,203,0,2.956,5,26567043.75
GBX,FUT,243903.59,32,33,1,3.125,1.5,7970113.12
IAU,STK,35.42,145727,145727,0,2.94,1,5313408.75
ZO,FUT,37950.02,50,50,0,-2,0.353,1875320.86
COIL,FUT,78900,23,24,1,4.348,0.353,1875320.86
RB,FUT,92185.8,20,20,0,0,0.353,1875320.86
CL,FUT,76983.83,24,24,0,0,0.353,1875320.86
ZL,FUT,35208,51,53,2,3.922,0.353,1875320.86
GOIL,FUT,67250,-27,-28,-1,3.704,-0.353,1875320.86
HO,FUT,97402.21,-19,-19,0,0,-0.353,1875320.86
SCI,FUT,9100,-429,-412,17,-3.963,-0.706,3750641.72
AH,FUT,67200,-56,-56,0,0,-0.706,3750641.72
DA,FUT,35677.88,-105,-105,0,0,-0.706,3750641.72
HG,FUT,109137.5,-34,-34,0,0,-0.706,3750641.72
ZSLME,FUT,79970.77,-47,-47,0,0,-0.706,3750641.72
,,,,,,,,
,,,,,,,5.775,409132369.57
