Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,376.74,1379,1454,75,5.439,0.149,547860.86
EXR,STK,203.05,5436,5436,0,-0.736,0.298,1095721.73
IT,STK,325,3365,3365,0,0.178,0.298,1095721.73
MAA,STK,210,5311,5311,0,-1.751,0.298,1095721.73
WM,STK,165.68,6614,6614,0,-0.015,0.298,1095721.73
RHI,STK,114.76,9437,9437,0,1.176,0.298,1095721.73
TEAM,STK,395,2761,2761,0,0.471,0.298,1095721.73
PLD,STK,153.28,7208,7208,0,-0.832,0.298,1095721.73
ALB,STK,275.1,3975,3975,0,0.201,0.298,1095721.73
TMO,STK,648.77,1676,1676,0,0.776,0.298,1095721.73
ODFL,STK,357.02,3071,3071,0,-0.065,0.298,1095721.73
DXCM,STK,571.01,1826,1919,93,5.093,0.298,1095721.73
SPG,STK,157.33,6664,6964,300,4.502,0.298,1095721.73
F,STK,19.32,54386,56714,2328,4.281,0.298,1095721.73
MMC,STK,167.03,3249,3249,0,0.954,0.149,547860.86
PKI,STK,185.22,5905,5905,0,0.186,0.298,1095721.73
QQQ,STK,397.58,250098,250098,0,0.638,27.17,100067937.72
XLE,STK,54.67,30910,32414,1504,4.866,0.481,1772085.89
PBW,STK,87.44,20208,20208,0,0.287,0.481,1772085.89
2823,STK,2.34,744100,744100,0,1.774,0.481,1772085.89
2800,STK,3.03,567500,585000,17500,3.057,0.481,1772085.89
IJS,STK,103.19,16867,16867,0,1.814,0.481,1772085.89
KSA,STK,39.54,43562,43562,0,2.883,0.481,1772085.89
FM,STK,34.48,50728,50728,0,1.315,0.481,1772085.89
STIP,STK,106.43,170751,170751,0,1.334,5,18415491.22
LTPZ,STK,90.7,118974,118974,0,2.394,3,11049294.73
ZN,FUT,131234.38,42,42,0,0,1.5,5524647.36
ZB,FUT,162031.26,34,34,0,0,1.5,5524647.36
UB,FUT,199531.25,0,28,28,Inf,1.5,5524647.36
ZT,FUT,219007.81,83,83,0,1.205,5,18415491.22
Z3N,FUT,228875,80,80,0,0,5,18415491.22
CYBA,STK,5.75,1896136,1896136,0,1.344,3,11049294.73
IGLB,STK,70.03,156133,78890,-77243,-49.473,1.5,5524647.36
GBS,FUT,127796.73,143,143,0,0.699,5,18415491.22
GBX,FUT,247207,22,22,0,0,1.5,5524647.36
BTS,FUT,129330.83,141,141,0,0.709,5,18415491.22
IAU,STK,34.18,106514,106514,0,1.166,1,3683098.24
RB,FUT,83668.2,10,10,0,0,0.238,876928.38
ZO,FUT,37075,23,24,1,4.348,0.238,876928.38
CT,FUT,53690,15,16,1,6.667,0.238,876928.38
COIL,FUT,71260,12,12,0,0,0.238,876928.38
ZL,FUT,34014,24,26,2,8.333,0.238,876928.38
ZC,FUT,28787.52,29,30,1,3.448,0.238,876928.38
KC,FUT,87487.44,9,10,1,11.111,0.238,876928.38
HO,FUT,88573.79,-19,-20,-1,5.263,-0.476,1753856.39
ZSLME,FUT,81297.29,-21,-22,-1,4.762,-0.476,1753856.39
PB,FUT,57670.2,-30,-30,0,0,-0.476,1753856.39
CC,FUT,23740,-72,-72,0,2.778,-0.476,1753856.39
PA,FUT,177600,-10,-10,0,0,-0.476,1753856.39
PL,FUT,47030,-36,-36,0,2.778,-0.476,1753856.39
SI,FUT,114650,-15,-15,0,0,-0.476,1753856.39
CL,FUT,,0,,,,0,0
GOIL,FUT,,0,,,,0,0
,,,,,,,,
,,,,,,,4.372,292806238.88
