Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,416.8,2782,2876,94,3.379,0.298,1198671.17
EXR,STK,197.37,5997,5997,0,1.267,0.298,1198671.17
JCI,STK,73.37,16204,0,-16204,-100,0,0
IT,STK,337.44,3554,3554,0,-0.056,0.298,1198671.17
MAA,STK,204.21,5654,5870,216,3.82,0.298,1198671.17
MRNA,STK,334.52,3288,3583,295,8.972,0.298,1198671.17
MMC,STK,166.8,6933,0,-6933,-100,0,0
WM,STK,161.4,7492,7492,0,-0.868,0.298,1198671.17
EFX,STK,277.43,4213,4213,0,2.563,0.298,1198671.17
RMD,STK,263.9,2158,2271,113,5.236,0.149,599335.59
RHI,STK,113.07,10573,10573,0,0.265,0.298,1198671.17
TEAM,STK,459,2552,2552,0,2.312,0.298,1198671.17
AON,STK,319.9,3668,3668,0,2.154,0.298,1198671.17
PLD,STK,145.4,3998,4122,124,3.102,0.149,599335.59
ORCL,STK,96.28,11833,12450,617,5.214,0.298,1198671.17
ORLY,STK,622.32,1857,963,-894,-48.142,0.149,599335.59
ALB,STK,255,0,2350,2350,Inf,0.149,599335.59
TMO,STK,633.07,0,1893,1893,Inf,0.298,1198671.17
ODFL,STK,341.35,0,3512,3512,Inf,0.298,1198671.17
QQQ,STK,387.72,273990,282343,8353,3.049,27.17,109469903.8
XLE,STK,57.88,32979,32979,0,1.559,0.481,1938583.69
PBW,STK,90.49,21428,21428,0,-0.023,0.481,1938583.69
2823,STK,2.39,780000,811100,31100,3.99,0.481,1938583.69
2800,STK,3.25,572500,596500,24000,4.19,0.481,1938583.69
EWC,STK,39.18,48200,48200,0,2.654,0.481,1938583.69
KSA,STK,43.23,43264,44843,1579,3.65,0.481,1938583.69
FM,STK,36.15,52807,52807,0,1.551,0.481,1938583.69
STIP,STK,105.94,178733,190162,11429,6.394,5,20145733.96
LTPZ,STK,88.48,127036,136612,9576,7.538,3,12087440.38
ZN,FUT,130484.38,90,93,3,3.333,3,12087440.38
ZB,FUT,160343.75,36,38,2,5.556,1.5,6043720.19
ZT,FUT,219179.69,89,92,3,3.371,5,20145733.96
Z3N,FUT,229265.62,85,88,3,3.529,5,20145733.96
CYBA,STK,5.69,2063547,2063547,0,2.946,3,12087440.38
IGLB,STK,70.2,162134,172186,10052,6.2,3,12087440.38
IAU,STK,33.93,111474,118749,7275,6.526,1,4029146.79
HO,FUT,104643,20,11,-9,-45,0.286,1151184.86
KC,FUT,76481.25,28,0,-28,-100,0,0
PB,FUT,60100,18,0,-18,-100,0,0
CT,FUT,59090,38,0,-38,-100,0,0
ZO,FUT,36600,60,31,-29,-48.333,0.286,1151184.86
NI,FUT,117480,18,0,-18,-100,0,0
GOIL,FUT,71782.63,30,16,-14,-46.667,0.286,1151184.86
RB,FUT,100434.62,21,11,-10,-47.619,0.286,1151184.86
ZSLME,FUT,84759.15,13,0,-13,-100,0,0
ZL,FUT,36756,29,31,2,6.897,0.286,1151184.86
COIL,FUT,84259.6,25,14,-11,-44,0.286,1151184.86
CL,FUT,84000,0,14,14,Inf,0.286,1151184.86
ZS,FUT,62175,0,-19,-19,#NAME?,-0.286,-1151127.24
NG,FUT,54352.39,18,-21,-39,-216.667,-0.286,-1151127.24
SCI,FUT,9975,0,-115,-115,#NAME?,-0.286,-1151127.24
AH,FUT,68100,31,-17,-48,-154.839,-0.286,-1151127.24
SB,FUT,21840,0,-53,-53,#NAME?,-0.286,-1151127.24
CC,FUT,25730,0,-45,-45,#NAME?,-0.286,-1151127.24
HE,FUT,30430,0,-38,-38,#NAME?,-0.286,-1151127.24
,,,,,,,,
,,,,,,,3.936,259880290.9
