Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
GS,STK,409,3084,3229,145,4.702,0.298,1320754.02
EXR,STK,198.88,6461,6461,0,2.786,0.298,1320754.02
IT,STK,330.71,3957,3957,0,0.935,0.298,1320754.02
MAA,STK,200.48,6334,6588,254,4.01,0.298,1320754.02
MRNA,STK,267.49,4345,4938,593,13.648,0.298,1320754.02
WM,STK,160.71,8036,8036,0,2.265,0.298,1320754.02
EFX,STK,284.58,4639,4639,0,0.043,0.298,1320754.02
RMD,STK,262.65,2403,2514,111,4.619,0.149,660377.01
RHI,STK,119.57,11050,11050,0,-0.036,0.298,1320754.02
TEAM,STK,449.12,2893,2893,0,1.659,0.298,1320754.02
AON,STK,290,4369,4554,185,4.234,0.298,1320754.02
PLD,STK,147.87,4323,4466,143,3.308,0.149,660377.01
ORCL,STK,95.8,13417,13417,0,2.758,0.298,1320754.02
ORLY,STK,634,1036,1036,0,0.579,0.149,660377.01
ALB,STK,274,2350,2350,0,2.553,0.149,660377.01
TMO,STK,638.97,2006,2067,61,3.041,0.298,1320754.02
ODFL,STK,355.26,3699,3699,0,0.514,0.298,1320754.02
QQQ,STK,399.54,298415,298415,0,1.166,27.17,120619247.98
XLE,STK,57.64,35785,37058,1273,3.557,0.481,2136025.51
PBW,STK,92.25,22522,22522,0,2.811,0.481,2136025.51
2823,STK,2.35,882900,882900,0,2.95,0.481,2136025.51
2800,STK,3.21,641000,665500,24500,3.811,0.481,2136025.51
EWC,STK,39.45,52607,52607,0,2.924,0.481,2136025.51
KSA,STK,43.02,48618,48618,0,2.127,0.481,2136025.51
FM,STK,36.2,57802,57802,0,2.083,0.481,2136025.51
STIP,STK,106.12,204441,204441,0,2.315,5,22197546.51
LTPZ,STK,89.71,147042,147042,0,0.966,3,13318527.91
ZN,FUT,131234.37,99,99,0,2.02,3,13318527.91
ZB,FUT,161250,41,41,0,0,1.5,6659263.95
ZT,FUT,219523.43,99,99,0,2.02,5,22197546.51
Z3N,FUT,229789.06,94,97,3,3.191,5,22197546.51
CYBA,STK,5.71,2275420,2275420,0,2.508,3,13318527.91
IGLB,STK,70.53,185424,185424,0,1.84,3,13318527.91
GBS,FUT,129450,0,86,86,Inf,2.5,11098773.25
IAU,STK,34.14,127341,127341,0,2.118,1,4439509.3
HO,FUT,101535,12,12,0,0,0.286,1268431.29
ZO,FUT,37725,32,34,2,6.25,0.286,1268431.29
GOIL,FUT,69800,17,18,1,5.882,0.286,1268431.29
RB,FUT,96579,12,13,1,8.333,0.286,1268431.29
ZL,FUT,35374.06,34,36,2,5.882,0.286,1268431.29
COIL,FUT,80860,15,16,1,6.667,0.286,1268431.29
CL,FUT,79410,15,16,1,6.667,0.286,1268431.29
ZS,FUT,60937.5,-40,-42,-2,5,-0.571,2536862.59
NG,FUT,57440,-42,-44,-2,4.762,-0.571,2536862.59
SCI,FUT,9155,-264,-277,-13,4.924,-0.571,2536862.59
AH,FUT,63873.3,-37,-40,-3,8.108,-0.571,2536862.59
SB,FUT,21918.4,-112,-116,-4,3.571,-0.571,2536862.59
CC,FUT,24730,-100,-103,-3,3,-0.571,2536862.59
HE,FUT,31090,-82,-82,0,0,-0.571,2536862.59
,,,,,,,,
,,,,,,,4.662,324084091.68
