Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,,0,,,,0,0
GS,STK,398.42,2638,2642,4,0.152,0.298,1052462.48
IPG,STK,38.1,27598,27624,26,0.094,0.298,1052462.48
NUE,STK,101.51,5007,5184,177,3.535,0.149,526231.24
EXR,STK,183.7,5668,5729,61,1.076,0.298,1052462.48
JCI,STK,71.25,14778,14771,-7,-0.047,0.298,1052462.48
IT,STK,311,3325,3384,59,1.774,0.298,1052462.48
TGT,STK,242.16,2144,2173,29,1.353,0.149,526231.24
EXPD,STK,,0,,,,0,0
MAA,STK,198.7,5221,5297,76,1.456,0.298,1052462.48
MRNA,STK,341,3100,3086,-14,-0.452,0.298,1052462.48
MMC,STK,160.67,6473,6550,77,1.19,0.298,1052462.48
OTIS,STK,,0,,,,0,0
CARR,STK,53.01,19979,19854,-125,-0.626,0.298,1052462.48
WM,STK,158.86,6523,6625,102,1.564,0.298,1052462.48
REGN,STK,555.62,931,947,16,1.719,0.149,526231.24
EFX,STK,261.05,3997,4032,35,0.876,0.298,1052462.48
RMD,STK,254.62,2020,2067,47,2.327,0.149,526231.24
RHI,STK,108.41,9629,9708,79,0.82,0.298,1052462.48
TEAM,STK,407,2485,2586,101,4.064,0.298,1052462.48
QQQ,STK,367.71,256581,261394,4813,1.876,27.169,96117230.95
XLE,STK,57.51,28921,29597,676,2.337,0.481,1702135.37
PBW,STK,79.74,20282,21346,1064,5.246,0.481,1702135.37
2823,STK,2.42,695300,703362,8062,1.159,0.481,1702135.37
2800,STK,3.34,500500,509621,9121,1.822,0.481,1702135.37
EZU,STK,49.4,33569,34456,887,2.642,0.481,1702135.37
EWC,STK,38.71,43184,43971,787,1.822,0.481,1702135.37
KSA,STK,43.2,38448,39401,953,2.479,0.481,1702135.37
STIP,STK,105.9,162043,167030,4987,3.078,5,17688445.12
LTPZ,STK,89.36,115552,118768,3216,2.783,3,10613067.07
ZN,FUT,131343.76,78,81,3,3.846,3,10613067.07
ZB,FUT,159625,32,33,1,3.125,1.5,5306533.53
ZT,FUT,219718.76,78,81,3,3.846,5,17688445.12
Z3N,FUT,230164.07,74,77,3,4.054,5,17688445.12
3KTB,FUT,,0,,,,0,0
GBX,FUT,,0,,,,0,0
BTP,FUT,,0,,,,0,0
OAT,FUT,,0,,,,0,0
CYBA,STK,5.64,1818558,1881749,63191,3.475,3,10613067.07
IGLB,STK,70.08,147373,151442,4069,2.761,3,10613067.07
IAU,STK,33.91,100057,104326,4269,4.267,1,3537689.02
RB,FUT,,0,,,,0,0
AH,FUT,79675,24,24,0,0,0.545,1929648.4
HO,FUT,108490.18,17,18,1,5.882,0.545,1929648.4
HE,FUT,30960,60,62,2,3.333,0.545,1929648.4
ZL,FUT,36660,52,53,1,1.923,0.545,1929648.4
KC,FUT,78900,24,24,0,0,0.545,1929648.4
PB,FUT,58687.5,16,16,0,0,0.273,964824.38
CT,FUT,55623.54,35,35,0,0,0.545,1929648.4
ZO,FUT,32437.51,59,59,0,0,0.545,1929648.4
SB,FUT,22288,84,87,3,3.571,0.545,1929648.4
NG,FUT,57310,16,17,1,6.25,0.273,964824.38
NI,FUT,119040,16,16,0,0,0.545,1929648.4
GOIL,FUT,73650,26,26,0,0,0.545,1929648.4
,,,,,,,,
,,,,,,,4.13,249407074.7
