Date,Equity MarketValue,Equity Count,Bond MarketValue,Bond Count,Commodity MarketValue,Commodity Count,FX MarketValue,FX Count,Derivatives MarketValue,Derivatives Count
2026-04-29,162132738.41,97,60798562.21,5,6185415.46,6,1889.58,1,0.00,0
2026-04-30,147903430.13,97,60387873.35,5,5231595.00,6,1934.79,1,0.00,0
