Symbol,Quantity,AvgPrice
BWXT,4700,141.96
CEG,2500,306.35
CME,100,269.24
EXC,-59700,43.17
GEV,1200,484.81
IAUM,60500,33.86
LTBR,37900,14.1
MSTR,700,380.19
OKLO,7900,68.74
PM,5900,182.55
SMR,16000,44.36
TLT,12000,85.9
USO,32000,77.04
VST,4000,177.85
