Symbol,Quantity,AvgPrice
CTAS,300,224.83
EWZ,2500,27.13
JPIB,10088,47.98
KO,100,71.7
NVDA,-16000,137.6
QQQ,-100,522.32
SHYG,5200,42.39
TLT,1900,84.86
TQQQ,-39500,71.16
