Symbol,Quantity,AvgPrice
1038,-14000,64.99
386,-194000,4.79
ALV,-225,450.0
C09,-18000,8.56
DB1,-349,281.12
ENOR,-3013,36.83
ERF,-1406,73.06
EVK,-5419,18.62
EWC,-1905,62.04
EWG,-2640,43.86
EWS,-3465,34.57
G1A,-1510,64.65
GREK,-1381,86.41
ICE,-725,161.49
KNIN,-433,211.5
KSA,-2999,38.47
PFE,-4224,28.44
SCHD,29000,34.82
SREN,-675,143.1
TUR,-2919,39.24
UNP,-386,290.1
USD.KRW,-10,1351.34
