Symbol,Quantity,AvgPrice
000880.KS,-17.0,142900.0
001040.KS,54.0,133300.0
003230.KS,-8.0,1307000.0
003490.KS,1186.0,29799.62
005940.KS,-674.0,26325.89
006800.KS,498.0,33050.0
010120.KS,15.0,199400.0
014680.KS,-21.0,197885.71
018260.KS,92.0,218000.0
031210.KS,367.0,43799.32
036570.KS,150.0,206000.0
039490.KS,-134.0,275000.0
042700.KS,-31.0,226000.0
071050,-113.0,192200.0
1038,13500.0,66.05
1102,104000.0,35.13
1398,120000.0,7.65
2412,26000.0,141.0
2892,95000.0,38.83
302440.KS,-46.0,37718.48
316140.KS,-1509.0,36550.0
3328,113000.0,8.15
353200.KS,23.0,96700.0
386,190000.0,4.74
3968,17500.0,52.18
483650.KS,86.0,167630.23
8001.T,7300.0,2335.86
939,93000.0,9.8
9432.T,102200.0,177.6
9434.T,70700.0,247.88
BAC,8100.0,61.37
CLSE,100.0,33.88
COLO,2278.0,50.9
CVX,537.0,216.47
ENOR,3172.0,36.93
EWZ,3129.0,37.19
FNTN,4038.0,25.3
GLDM,6000.0,84.68
GREK,1348.0,86.44
JPM,1500.0,350.32
KMLM,33000.0,30.73
SHELl,24.0,35.83
UBSG,2153.0,44.62
USD.TWD,-348016.0,31.71
