Symbol,Quantity,AvgPrice
1038,-13500.0,66.15
1088,-19500.0,45.94
1398,-118000.0,7.59
2884,-84000.0,46.15
2892,-98000.0,38.82
3328,-115000.0,8.04
386,-190000.0,4.78
3968,-17000.0,51.85
3988,-149000.0,6.02
939,-92000.0,9.76
9432.T,-107000.0,175.6
ALV,-222.0,441.4
C09,-17100.0,8.13
CVX,-554.0,213.91
D05,-1800.0,77.09
DBMF,-22000.0,31.94
ENOR,-3154.0,36.99
EWZ,-3009.0,38.07
GLDM,12000.0,86.11
GREK,-1340.0,87.29
ICE,-727.0,157.76
KMLM,17000.0,30.7
KSA,-3063.0,38.23
SOXX,-400.0,529.61
USD.TWD,241414.72,31.66
XLV,1500.0,165.39
