Symbol,Quantity,AvgPrice
EWY,13742,64.12
NVDA,-2520,676.92
QQQ,-17463,424.1
SMH,-38000,195.22
SPXU,250000,7.72
SQQQ,410000,12.12
URNM,-129000,49.12
XLV,6808,144.72
