Symbol,Quantity,AvgPrice
1288,-898000,6.0
1398,-880000,6.46
3988,-880000,4.67
8346.T,44900,464.6
8360.T,6500,3366.66
META,4120,599.21
META 21JAN28 530 C,30,187.28
META 21JAN28 650 P,-20,142.89
META 21JAN28 660 P,-30,148.95
SPMO,10600,116.7
SQQQ,-370459,15.11
TLT,-72900,88.87
TSM,5640,279.12
URA,28300,44.23
UTES,14544,82.21
UVXY,-43000,12.07
VIXY,-14100,36.08
VXX,-13800,37.17
