Symbol,Quantity,AvgPrice
AAPL,-11,278.33
AGQ,-12700,94.88
APP,-14,582.5
ARKK,-51439,78.55
AVAV,-552,279.99
AVDV,-14325,91.46
AVEM,-4909,76.6
BABA,-2,156.67
BMNR,-1750,32.11
BND,-68400,74.86
BWXT,-515,179.14
CACI,-825,618.67
CEG,-2888,358.07
CME,-712,280.81
COIN,-277,265.48
CRCL,-9,71.48
CRWD,-2,503.48
CSCO,11613,76.4
CTAS,-1793,185.27
CVX,-1531,150.28
DDOG,-21,159.49
DE,-4,475.07
DFDV,-315,7.62
DG,-8115,108.54
EBND,-8332,21.31
EFA,-2,94.94
EMLC,-96532,25.69
EMR,-907,132.04
ETN,-421,342.82
EWW,-4236,67.89
EWZ,-4,33.43
FXE,4305,107.01
FXF,-26802,110.02
FXY,-100,58.78
GDX,-28500,81.61
GE,-1642,297.43
GEV,-37,591.58
GS 21JAN28 700 P,8,85.55
GS 21JAN28 710 P,2,88.45
GS 21JAN28 760 P,10,104.9
GS 21JAN28 810 C,-8,152.0
GS 21JAN28 820 P,8,136.0
GS 21JAN28 880 C,-5,125.3
HD,-37,356.13
HIMS,30000,37.72
IAUM,-28517,41.54
IBIT,-13665,51.16
IBM,-187,303.98
ICE,-1061,156.57
IDMO,-23998,54.27
IEF,-55000,97.61
INTC,28635,36.94
IONQ,12000,47.1
JPM,-1060,307.32
JPM 21JAN28 280 P,10,28.52
JPM 21JAN28 320 C,-10,43.47
JPM 21JAN28 320 P,15,46.27
JPM 21JAN28 330 C,-5,39.45
JPM 21JAN28 330 P,15,51.59
JPM 21JAN28 360 P,15,69.02
JPM 21JAN28 470 C,-20,7.07
KRE,-14823,63.51
LAC,-4880,5.28
LLY,-375,1101.5
MELI,-38,2037.74
META,-4120,634.22
META 21JAN28 530 C,-30,213.71
META 21JAN28 650 P,20,125.68
META 21JAN28 660 P,30,131.58
MP,-4500,60.74
NDAQ,-7795,90.26
NOC,-681,570.15
NOW,-3,805.25
NVDA,-4575,180.53
O,-12743,57.25
PANW,-839,186.3
PKB,-4207,95.73
PLTR,-37,167.8
PM,-5955,156.81
PONY,-37,13.42
QQQ,-7,615.08
RTX,-3033,173.44
SGD.HKD,6171287,6.0
SGD.JPY,182383,120.62
SGOV,-43962,100.64
SHOP,-37,160.03
SHYG,-24296,43.07
SLI,-5000,4.07
SNAP,227500,7.65
SOFI,40500,28.92
SPLV,-98,73.05
SPMO,-97555,119.5
SPXL,-37,220.38
SQQQ,-36650,69.71
STZ,-90,135.01
TLT,-61500,90.51
TQQQ,-177472,53.57
TSLA 17DEC27 460 P,60,140.97
TSLA 17DEC27 500 P,60,167.37
TSLA 17DEC27 630 C,-45,96.13
TSLA 17JUN27 440 P,60,114.08
TSLA 17JUN27 460 P,60,126.5
TSLA 17JUN27 520 C,-45,98.44
TSM,-4000,292.32
URA,-27500,44.9
USMV,-7,95.1
UTES,-14550,83.23
UVXY,-11050,49.6
VRT,-527,173.12
VST,-2500,176.53
VST 21JAN28 185 P,30,49.25
VST 21JAN28 320 C,-10,21.14
VXX,-37350,32.78
VZ,-8607,40.83
WMT,7905,109.49
XLE,-12200,89.73
XSMO,-23340,74.09
