Symbol,Quantity,AvgPrice
ARKK,-38000,87.73
FXE,-65318,106.34
FXY,-96550,59.66
FXY 15JAN27 60 C,-300,3.87
FXY 15JAN27 65 P,200,5.75
GOOGL 17DEC27 270 P,10,43.27
GOOGL 17DEC27 280 P,15,48.23
GOOGL 17DEC27 335 C,-20,49.43
JPM,-16880,310.61
PLTR 17DEC27 140 P,40,28.66
PLTR 17DEC27 180 P,60,48.18
PLTR 17DEC27 185 P,10,51.35
PLTR 17DEC27 195 P,10,56.27
PLTR 17DEC27 260 C,-10,58.16
PLTR 17DEC27 280 C,-30,53.12
SHYG,60000,42.79
SPMO,-111100,121.67
TLT,4700,145.0
TLT 15JAN27 145 P,47,0.0
TQQQ,-136100,117.83
