"BOF","U8251256","Portfolio Dashboard","6","2024-11-04","2024-11-04","2025-10-06;10:07:33","100","100"
"BOA","U8251256"
"BOS","ACCT","Account Information"
"ClientAccountID","CurrencyPrimary"
"U8251256","USD"
"EOS","ACCT","1","0"
"BOS","CNAV","Change In NAV"
"StartingValue","Realized","ChangeInUnrealized","DepositsWithdrawals","EndingValue"
"69482168.65910468","0","0","-1580000","67877466.56265333"
"EOS","CNAV","1","67877466.56265333"
"BOS","MTMP","Mark-to-Market Performance Summary in Base"
Total,PriorOpenMtmPnl,TransactionMtmPnl,CloseQuantity,Expiry,Strike,Multiplier,Symbol,AssetClass,SubCategory,UnderlyingSymbol,ClosePrice
-4889.08,-4889.08,0.0,190000.0,,,1.0,1109,STK,COMMON,1109,26.55
19543.454,19543.454,0.0,15500.0,,,1.0,1211,STK,COMMON,1211,287.4
10131.975,10131.975,0.0,2625000.0,,,1.0,1288,STK,COMMON,1288,4.0
0.0,0.0,0.0,15000.0,,,1.0,1810,STK,COMMON,1810,27.3
38.598,38.598,0.0,2000.0,,,1.0,2020,STK,COMMON,2020,84.35
0.0,0.0,0.0,125000.0,,,1.0,2318,STK,COMMON,2318,48.05
289.485,289.485,0.0,5000.0,,,1.0,2359,STK,COMMON,2359,51.5
10807.44,10807.44,0.0,420000.0,,,1.0,2828,STK,ETF,2828,75.1
7076.3,7076.3,0.0,500000.0,,,1.0,3067,STK,ETF,3067,9.535
0.0,0.0,0.0,10000.0,,,1.0,6178.T,STK,COMMON,6178,1407.5
0.0,0.0,0.0,15000.0,,,1.0,6501.T,STK,COMMON,6501,3679.0
-8645.952,-8645.952,0.0,240000.0,,,1.0,688,STK,COMMON,688,15.22
-926.352,-926.352,0.0,36000.0,,,1.0,700,STK,COMMON,700,419.0
-16725.8,-16725.8,0.0,500000.0,,,1.0,883,STK,COMMON,883,18.12
-2894.85,-2894.85,0.0,150000.0,,,1.0,941,STK,COMMON,941,71.45
-2573.2,-2573.2,0.0,10000.0,,,1.0,9618,STK,COMMON,9618,156.1
385.98,385.98,0.0,50000.0,,,1.0,992,STK,COMMON,992,10.36
12248.432,12248.432,0.0,4000.0,,,1.0,9961,STK,COMMON,9961,521.0
3377.325,3377.325,0.0,25000.0,,,1.0,9988,STK,COMMON,9988,96.05
739.795,739.795,0.0,5000.0,,,1.0,9992,STK,COMMON,9992,72.65
11365.95,11365.95,0.0,500000.0,,,1.0,9CI,STK,COMMON,9CI,2.87
-1350.0,-1350.0,0.0,1500.0,,,1.0,AAPL,STK,COMMON,AAPL,222.01
13080.0,13080.0,0.0,2000.0,,,1.0,ANF,STK,COMMON,ANF,137.8
642.0,642.0,0.0,100.0,,,1.0,BLK,STK,COMMON,BLK,991.5
-19700.0,-19700.0,0.0,2000.0,,,1.0,BRK B,STK,COMMON,BRK B,442.29
-348.6,-770.0,0.0,700.0,,,1.0,BX,STK,COMMON,BX,167.04
40000.0,40000.0,0.0,125000.0,,,1.0,COWZ,STK,ETF,COWZ,57.53
25220.0,25220.0,0.0,13000.0,,,1.0,CTAS,STK,COMMON,CTAS,207.56
7670.0,7670.0,0.0,38350.0,,,1.0,CWB,STK,ETF,CWB,76.92
11744.815,11744.815,0.0,50000.0,,,1.0,D05,STK,COMMON,D05,39.06
1000.0,1000.0,0.0,50000.0,,,1.0,DBA,STK,ETF,DBA,25.34
-2400.0,-2400.0,0.0,5000.0,,,1.0,DXJ,STK,ETF,DXJ,107.7
-94080.0,-94080.0,0.0,168000.0,,,1.0,EPI,STK,ETF,EPI,46.82
38500.0,38500.0,0.0,350000.0,,,1.0,FPE,STK,ETF,FPE,17.98
20783.16,21953.16,-1170.0,61981.0,,,1.0,GLD,STK,ETF,GLD,252.83
-3940.0,-3940.0,0.0,500.0,,,1.0,GS,STK,COMMON,GS,511.47
13580.0,13580.0,0.0,14000.0,,,1.0,HES,STK,COMMON,HES,138.72
1650.0,1650.0,0.0,55000.0,,,1.0,IAUM,STK,ETF,IAUM,27.31
-33600.0,-33600.0,0.0,30000.0,,,1.0,IBIT,STK,ETF,IBIT,38.25
9900.0,9900.0,0.0,55000.0,,,1.0,IJH,STK,ETF,IJH,62.2
1260.78,1260.78,0.0,21013.0,,,1.0,ISTB,STK,ETF,ISTB,47.89
39960.0,39960.0,0.0,36000.0,,,1.0,IWM,STK,ETF,IWM,220.09
-3160.0,-3160.0,0.0,1000.0,,,1.0,JPM,STK,COMMON,JPM,219.78
-5116.0,-5116.0,0.0,400.0,,,1.0,LLY,STK,COMMON,LLY,806.14
21380.0,21380.0,0.0,26725.0,,,1.0,LQD,STK,ETF,LQD,108.81
-14160.0,-14160.0,0.0,6000.0,,,1.0,MCD,STK,COMMON,MCD,292.85
-1146.0,-1146.0,0.0,600.0,,,1.0,MSFT,STK,COMMON,MSFT,408.46
135070.0,135070.0,0.0,207800.0,,,1.0,NVDA,STK,COMMON,NVDA,136.05
13200.0,13200.0,0.0,7500.0,,,1.0,PDD,STK,ADR,PDD,122.32
-85200.0,-85200.0,0.0,60000.0,,,1.0,QQQ,STK,ETF,QQQ,486.01
2310.0,2310.0,0.0,11000.0,,,1.0,RSP,STK,ETF,RSP,176.61
-1235.0,-1235.0,0.0,6500.0,,,1.0,SE,STK,ADR,SE,95.19
1320.0,1320.0,0.0,12000.0,,,1.0,SHYD,STK,ETF,SHYD,22.69
-615.0,-615.0,0.0,500.0,,,1.0,SPY,STK,ETF,SPY,569.81
0.0,0.0,0.0,12500.0,,,1.0,STIP,STK,ETF,STIP,100.52
66975.0,66975.0,0.0,47500.0,,,1.0,TLT,STK,ETF,TLT,92.25
-126490.0,-126490.0,0.0,91000.0,,,1.0,TSM,STK,ADR,TSM,191.56
-4450.0,-4450.0,0.0,5000.0,,,1.0,TUR,STK,ETF,TUR,32.57
5200.0,5200.0,0.0,65000.0,,,1.0,USHY,STK,ETF,USHY,36.985
14524.8,14524.8,0.0,36312.0,,,1.0,VCIT,STK,ETF,VCIT,81.14
-19480.0,-19480.0,0.0,2000.0,,,1.0,VKTX,STK,COMMON,VKTX,63.14
6150.0,6150.0,0.0,5000.0,,,1.0,XHB,STK,ETF,XHB,115.83
103950.0,103950.0,0.0,67500.0,,,1.0,XLE,STK,ETF,XLE,89.57
-75442.68,-75442.68,0.0,209563.0,,,1.0,XLF,STK,ETF,XLF,46.28
-3400.0,-3400.0,0.0,20000.0,,,1.0,XLK,STK,ETF,XLK,223.74
-7100.0,0.0,-7100.0,2000.0,,,1.0,XLU,STK,ETF,XLU,77.2
-30555.0,-30555.0,0.0,31500.0,,,1.0,XLV,STK,ETF,XLV,146.77
-3200.0,-3200.0,0.0,10000.0,,,1.0,XME,STK,ETF,XME,63.54
3030.92,3030.92,0.0,200000.0,,,1.0,Z74,STK,COMMON,Z74,3.12
3486.686,3486.686,0.0,-10.0,2024-11-28,285.0,500.0,1211 28NOV24 285 P,OPT,P,1211,11.97
5088.503,5088.503,0.0,-10.0,2024-11-28,300.0,500.0,1211 28NOV24 300 P,OPT,P,1211,20.06
205.856,205.856,0.0,-10.0,2024-11-28,27.0,1000.0,1810 28NOV24 27 P,OPT,P,1810,1.2
32.165,32.165,0.0,-10.0,2024-11-28,50.0,500.0,2318 28NOV24 50 C,OPT,C,2318,1.58
0.0,0.0,0.0,0.0,2024-11-01,245.0,100.0,AAPL 01NOV24 245 C,OPT,C,AAPL,0.0
-50.06546,0.0,-50.0,-1.0,2024-11-08,1025.0,100.0,BLK 08NOV24 1025 C,OPT,C,BLK,4.5
558.8,558.8,0.0,-10.0,2024-11-08,475.0,100.0,BRK B 08NOV24 475 C,OPT,C,BRK B,0.0362
0.0,0.0,0.0,0.0,2024-11-01,170.0,100.0,BX 01NOV24 170 C,OPT,C,BX,0.0
45.0,0.0,45.0,0.0,2024-11-01,252.5,100.0,GLD 01NOV24 252.5 P,OPT,P,GLD,0.0
1530.0,0.0,1530.0,0.0,2024-11-01,254.0,100.0,GLD 01NOV24 254 P,OPT,P,GLD,0.0
