Symbol,Quantity,AvgPrice
ABBV,-147,151.96
ABC,-188,157.29
ADM,-189,86.45
BMY,-252,76.51
COILN2,7,108.14
DLTR,-138,163.26
ED,-279,94.24
EWU,-40332,30.93
EXC,-495,46.69
GNR,16208,58.18
GOILM2,-7,1068.75
HRL,-6860,52.36
HSY,-102,224.74
IAU,-1577,35.37
KE   JUL 22,13,11.75
KO,-324,64.61
KSA,19621,50.28
MCK,-127,327.5
MO,5933,56.58
NGM2,1,7.39
QQQ,-9590,301.06
RBM2,5,3.71
SBN2,-3,0.19
SRE,-168,163.05
STIP,-3499,103.21
VRTX,-65,241.87
XLE,12176,78.43
ZC   JUL 22,-1,7.72
ZL   JUL 22,-1,0.8
ZS   JUL 22,-10,15.94
ZT   JUN 22,-1,105.64
