Symbol,Quantity,AvgPrice
2823,-119200,15.14
ABC,89,150.75
ED,132,93.41
HSY,114,220.38
KO,247,63.28
NGM2,-1,8.11
SRE,88,161.81
TIP,596,119.49
VRTX,91,269.37
ZL   JUL 22,1,0.81
ZS   JUL 22,1,16.45
